33.9496, -83.3816
Jozie Lewis
Alyssa McDonald
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-7 20:57:40, 678.71, 17.87, 64.17, 0.23, 0.02
2015-11-7 21:07:40, 678.71, 17.87, 64.17, 0.29, 0.05
2015-11-7 21:17:41, 683.59, 18.36, 65.05, 0.22, 0.07
2015-11-7 21:27:42, 683.59, 18.36, 65.05, 0.36, 0.10
2015-11-7 21:37:43, 683.59, 18.36, 65.05, 0.34, 0.12
2015-11-7 21:47:43, 683.59, 18.36, 65.05, 0.42, 0.15
2015-11-7 21:57:44, 678.71, 17.87, 64.17, 0.11, 0.15
2015-11-7 22:07:45, 683.59, 18.36, 65.05, 0.28, 0.16
2015-11-7 22:17:46, 678.71, 17.87, 64.17, 0.22, 0.17
2015-11-7 22:27:46, 673.83, 17.38, 63.29, 0.35, 0.18
2015-11-7 22:37:47, 678.71, 17.87, 64.17, 0.25, 0.19
2015-11-7 22:47:48, 673.83, 17.38, 63.29, 0.32, 0.20
2015-11-7 22:57:48, 678.71, 17.87, 64.17, 0.32, 0.22
2015-11-7 23:07:48, 673.83, 17.38, 63.29, 0.25, 0.22
2015-11-7 23:17:49, 673.83, 17.38, 63.29, 0.30, 0.23
2015-11-7 23:27:50, 673.83, 17.38, 63.29, 0.31, 0.24
2015-11-7 23:37:50, 668.95, 16.89, 62.41, 0.30, 0.24
2015-11-7 23:47:50, 673.83, 17.38, 63.29, 0.28, 0.25
2015-11-7 23:57:51, 673.83, 17.38, 63.29, 0.29, 0.25
2015-11-8 0:07:51, 668.95, 16.89, 62.41, 0.18, 0.24
2015-11-8 0:17:52, 668.95, 16.89, 62.41, 0.44, 0.26
2015-11-8 0:27:52, 668.95, 16.89, 62.41, 0.42, 0.28
2015-11-8 0:37:53, 664.06, 16.41, 61.53, 0.37, 0.29
2015-11-8 0:47:54, 668.95, 16.89, 62.41, 0.18, 0.28
2015-11-8 0:57:54, 668.95, 16.89, 62.41, 0.29, 0.28
2015-11-8 1:07:55, 668.95, 16.89, 62.41, 0.30, 0.28
2015-11-8 1:17:56, 664.06, 16.41, 61.53, 0.29, 0.28
2015-11-8 1:27:56, 668.95, 16.89, 62.41, 0.38, 0.29
2015-11-8 1:37:57, 668.95, 16.89, 62.41, 0.33, 0.30
2015-11-8 1:47:58, 668.95, 16.89, 62.41, 0.38, 0.30
2015-11-8 1:57:59, 664.06, 16.41, 61.53, 0.33, 0.31
2015-11-8 2:07:59, 664.06, 16.41, 61.53, 0.34, 0.31
2015-11-8 2:18:00, 664.06, 16.41, 61.53, 0.35, 0.31
2015-11-8 2:28:01, 668.95, 16.89, 62.41, 0.22, 0.30
2015-11-8 2:38:02, 659.18, 15.92, 60.65, 0.34, 0.31
2015-11-8 2:48:02, 664.06, 16.41, 61.53, 0.20, 0.30
2015-11-8 2:58:03, 659.18, 15.92, 60.65, 0.14, 0.28
2015-11-8 3:08:03, 654.30, 15.43, 59.77, 0.23, 0.28
2015-11-8 3:18:04, 649.41, 14.94, 58.89, 0.29, 0.28
2015-11-8 3:28:05, 644.53, 14.45, 58.02, 0.28, 0.28
2015-11-8 3:38:06, 649.41, 14.94, 58.89, 0.19, 0.27
2015-11-8 3:48:06, 649.41, 14.94, 58.89, 0.25, 0.27
2015-11-8 3:58:07, 644.53, 14.45, 58.02, 0.07, 0.25
2015-11-8 4:08:07, 644.53, 14.45, 58.02, 0.18, 0.24
