33.950327,  -83.380366
Cole Madray
Stephanie Petros
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-6 6:45:52, 683.59, 18.36, 65.05, 0.03, 0.01
2015-11-6 6:55:53, 683.59, 18.36, 65.05, 0.00, 0.01
2015-11-6 7:05:54, 688.48, 18.85, 65.93, 0.00, 0.01
2015-11-6 7:15:55, 693.36, 19.34, 66.80, 0.00, 0.00
2015-11-6 7:25:56, 688.48, 18.85, 65.93, 0.00, 0.00
2015-11-6 7:35:57, 688.48, 18.85, 65.93, 0.00, 0.00
2015-11-6 7:45:58, 693.36, 19.34, 66.80, 0.01, 0.00
2015-11-6 7:55:59, 683.59, 18.36, 65.05, 0.00, 0.00
2015-11-6 8:06:00, 693.36, 19.34, 66.80, 0.00, 0.00
2015-11-6 8:16:01, 693.36, 19.34, 66.80, 0.00, 0.00
2015-11-6 8:26:02, 693.36, 19.34, 66.80, 0.00, 0.00
2015-11-6 8:36:03, 693.36, 19.34, 66.80, 0.00, 0.00
2015-11-6 8:46:04, 688.48, 18.85, 65.93, 0.00, 0.00
2015-11-6 8:56:05, 693.36, 19.34, 66.80, 0.02, 0.00
2015-11-6 9:06:06, 693.36, 19.34, 66.80, 0.00, 0.00
2015-11-6 9:16:07, 693.36, 19.34, 66.80, 0.03, 0.01
2015-11-6 9:26:08, 693.36, 19.34, 66.80, 0.00, 0.01
2015-11-6 9:36:09, 703.13, 20.31, 68.56, 0.00, 0.01
2015-11-6 9:46:10, 703.13, 20.31, 68.56, 0.06, 0.01
2015-11-6 9:56:10, 703.13, 20.31, 68.56, 0.11, 0.02
2015-11-6 10:06:11, 708.01, 20.80, 69.44, 0.03, 0.02
2015-11-6 10:16:12, 708.01, 20.80, 69.44, 0.00, 0.02
2015-11-6 10:26:13, 717.77, 21.78, 71.20, 0.02, 0.02
2015-11-6 10:36:14, 717.77, 21.78, 71.20, 0.00, 0.02
2015-11-6 10:46:15, 727.54, 22.75, 72.96, 0.00, 0.02
2015-11-6 10:56:16, 727.54, 22.75, 72.96, 0.00, 0.01
2015-11-6 11:06:17, 732.42, 23.24, 73.84, 0.00, 0.01
2015-11-6 11:16:18, 732.42, 23.24, 73.84, 0.00, 0.01
2015-11-6 11:26:19, 732.42, 23.24, 73.84, 0.00, 0.01
2015-11-6 11:36:20, 722.66, 22.27, 72.08, 0.00, 0.01
2015-11-6 11:46:21, 727.54, 22.75, 72.96, 0.00, 0.01
2015-11-6 11:56:21, 727.54, 22.75, 72.96, 0.00, 0.01
2015-11-6 12:06:22, 732.42, 23.24, 73.84, 0.03, 0.01
2015-11-6 12:16:23, 737.30, 23.73, 74.71, 0.01, 0.01
2015-11-6 12:26:24, 742.19, 24.22, 75.59, 0.02, 0.01
2015-11-6 12:36:25, 727.54, 22.75, 72.96, 0.00, 0.01
2015-11-6 12:46:26, 732.42, 23.24, 73.84, 0.04, 0.01
2015-11-6 12:56:27, 732.42, 23.24, 73.84, 0.00, 0.01
2015-11-6 13:06:28, 737.30, 23.73, 74.71, 0.00, 0.01
2015-11-6 13:16:29, 732.42, 23.24, 73.84, 0.00, 0.01
2015-11-6 13:26:30, 732.42, 23.24, 73.84, 0.00, 0.01
2015-11-6 13:36:31, 737.30, 23.73, 74.71, 0.00, 0.01
2015-11-6 13:46:32, 737.30, 23.73, 74.71, 0.00, 0.01
2015-11-6 13:56:34, 737.30, 23.73, 74.71, 0.06, 0.01
2015-11-6 14:06:35, 751.95, 25.20, 77.35, 0.06, 0.02
2015-11-6 14:16:36, 747.07, 24.71, 76.47, 0.00, 0.02
2015-11-6 14:26:37, 747.07, 24.71, 76.47, 0.03, 0.02
2015-11-6 14:36:38, 742.19, 24.22, 75.59, 0.01, 0.02
2015-11-6 14:46:39, 751.95, 25.20, 77.35, 0.03, 0.02
2015-11-6 14:56:40, 747.07, 24.71, 76.47, 0.03, 0.02
2015-11-6 15:06:42, 747.07, 24.71, 76.47, 0.01, 0.02
2015-11-6 15:16:43, 747.07, 24.71, 76.47, 0.00, 0.02
2015-11-6 15:26:44, 747.07, 24.71, 76.47, 0.00, 0.01
2015-11-6 15:36:44, 747.07, 24.71, 76.47, 0.03, 0.02
2015-11-6 15:46:45, 742.19, 24.22, 75.59, 0.02, 0.02
2015-11-6 15:56:45, 742.19, 24.22, 75.59, 0.01, 0.02
2015-11-6 16:06:46, 732.42, 23.24, 73.84, 0.05, 0.02
2015-11-6 16:16:47, 727.54, 22.75, 72.96, 0.04, 0.02
2015-11-6 16:26:48, 712.89, 21.29, 70.32, 0.00, 0.02
2015-11-6 16:36:48, 703.13, 20.31, 68.56, 0.05, 0.02
2015-11-6 16:46:49, 698.24, 19.82, 67.68, 0.06, 0.03
