33.9497, -83.3804
Raahul Soundappan
Amanda Moller
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-10 11:16:32, 644.53, 14.45, 58.02, 0.03, 0.00
2015-11-10 11:26:33, 644.53, 14.45, 58.02, 0.02, 0.00
2015-11-10 11:36:34, 649.41, 14.94, 58.89, 0.04, 0.01
2015-11-10 11:46:35, 649.41, 14.94, 58.89, 0.49, 0.06
2015-11-10 11:56:36, 649.41, 14.94, 58.89, 0.01, 0.05
2015-11-10 12:06:37, 649.41, 14.94, 58.89, 0.21, 0.07
2015-11-10 12:16:39, 654.30, 15.43, 59.77, 0.02, 0.06
2015-11-10 12:26:40, 654.30, 15.43, 59.77, 0.07, 0.06
2015-11-10 12:36:41, 659.18, 15.92, 60.65, 0.02, 0.06
2015-11-10 12:46:42, 659.18, 15.92, 60.65, 0.00, 0.05
2015-11-10 12:56:42, 664.06, 16.41, 61.53, 0.08, 0.06
2015-11-10 13:06:43, 664.06, 16.41, 61.53, 0.01, 0.05
2015-11-10 13:16:44, 659.18, 15.92, 60.65, 0.00, 0.05
2015-11-10 13:26:45, 664.06, 16.41, 61.53, 0.02, 0.04
2015-11-10 13:36:46, 668.95, 16.89, 62.41, 0.10, 0.05
2015-11-10 13:46:47, 673.83, 17.38, 63.29, 0.02, 0.05
2015-11-10 13:56:47, 668.95, 16.89, 62.41, 0.00, 0.04
2015-11-10 14:06:48, 678.71, 17.87, 64.17, 0.00, 0.04
2015-11-10 14:16:49, 678.71, 17.87, 64.17, 0.09, 0.04
2015-11-10 14:26:50, 683.59, 18.36, 65.05, 0.01, 0.04
2015-11-10 14:36:51, 688.48, 18.85, 65.93, 0.07, 0.04
2015-11-10 14:46:52, 688.48, 18.85, 65.93, 0.00, 0.04
2015-11-10 14:56:52, 688.48, 18.85, 65.93, 0.01, 0.04
2015-11-10 15:06:53, 693.36, 19.34, 66.80, 0.02, 0.03
2015-11-10 15:16:54, 693.36, 19.34, 66.80, 0.01, 0.03
