33.948632, -83.374454
Ryan Williams
Tristan Ulversoy
Time, Voltage (V), Temp (C), Temp (F), Raw (Percent), Filtered
2015-11-4 16:45:47, 688.48, 18.85, 65.93, 0.16, 0.02
2015-11-4 16:55:48, 683.59, 18.36, 65.05, 0.10, 0.03
2015-11-4 17:05:48, 683.59, 18.36, 65.05, 0.19, 0.04
2015-11-4 17:15:49, 673.83, 17.38, 63.29, 0.12, 0.05
2015-11-4 17:25:50, 673.83, 17.38, 63.29, 0.25, 0.07
2015-11-4 17:35:50, 678.71, 17.87, 64.17, 0.27, 0.09
2015-11-4 17:45:51, 673.83, 17.38, 63.29, 0.25, 0.10
2015-11-4 17:55:52, 678.71, 17.87, 64.17, 0.22, 0.12
2015-11-4 18:05:54, 673.83, 17.38, 63.29, 0.21, 0.13
2015-11-4 18:15:55, 673.83, 17.38, 63.29, 0.19, 0.13
2015-11-4 18:25:56, 673.83, 17.38, 63.29, 0.15, 0.13
2015-11-4 18:35:57, 678.71, 17.87, 64.17, 0.18, 0.14
2015-11-4 18:45:58, 673.83, 17.38, 63.29, 0.34, 0.16
2015-11-4 18:55:59, 673.83, 17.38, 63.29, 0.38, 0.18
2015-11-4 19:06:00, 673.83, 17.38, 63.29, 0.37, 0.20
2015-11-4 19:16:01, 668.95, 16.89, 62.41, 0.37, 0.22
2015-11-4 19:26:02, 673.83, 17.38, 63.29, 0.39, 0.23
2015-11-4 19:36:03, 668.95, 16.89, 62.41, 0.32, 0.24
2015-11-4 19:46:04, 668.95, 16.89, 62.41, 0.29, 0.25
2015-11-4 19:56:04, 668.95, 16.89, 62.41, 0.37, 0.26
2015-11-4 20:06:05, 668.95, 16.89, 62.41, 0.31, 0.26
2015-11-4 20:16:06, 664.06, 16.41, 61.53, 0.22, 0.26
2015-11-4 20:26:08, 668.95, 16.89, 62.41, 0.24, 0.26
2015-11-4 20:36:09, 668.95, 16.89, 62.41, 0.37, 0.27
2015-11-4 20:46:09, 664.06, 16.41, 61.53, 0.41, 0.28
2015-11-4 20:56:10, 668.95, 16.89, 62.41, 0.29, 0.28
2015-11-4 21:06:10, 668.95, 16.89, 62.41, 0.31, 0.29
2015-11-4 21:16:11, 664.06, 16.41, 61.53, 0.29, 0.29
2015-11-4 21:26:11, 668.95, 16.89, 62.41, 0.29, 0.29
2015-11-4 21:36:12, 664.06, 16.41, 61.53, 0.26, 0.28
2015-11-4 21:46:13, 664.06, 16.41, 61.53, 0.24, 0.28
2015-11-4 21:56:14, 668.95, 16.89, 62.41, 0.33, 0.29
2015-11-4 22:06:15, 664.06, 16.41, 61.53, 0.23, 0.28
2015-11-4 22:16:16, 664.06, 16.41, 61.53, 0.23, 0.28
2015-11-4 22:26:17, 668.95, 16.89, 62.41, 0.33, 0.28
2015-11-4 22:36:18, 668.95, 16.89, 62.41, 0.26, 0.28
2015-11-4 22:46:19, 664.06, 16.41, 61.53, 0.34, 0.28
2015-11-4 22:56:20, 664.06, 16.41, 61.53, 0.27, 0.28
2015-11-4 23:06:20, 659.18, 15.92, 60.65, 0.24, 0.28
2015-11-4 23:16:21, 659.18, 15.92, 60.65, 0.33, 0.28
2015-11-4 23:26:22, 664.06, 16.41, 61.53, 0.33, 0.29
2015-11-4 23:36:23, 659.18, 15.92, 60.65, 0.29, 0.29
2015-11-4 23:46:23, 664.06, 16.41, 61.53, 0.22, 0.28
2015-11-4 23:56:24, 659.18, 15.92, 60.65, 0.21, 0.27
2015-11-5 0:06:24, 659.18, 15.92, 60.65, 0.21, 0.27
2015-11-5 0:16:26, 659.18, 15.92, 60.65, 0.25, 0.26
2015-11-5 0:26:27, 659.18, 15.92, 60.65, 0.26, 0.26
2015-11-5 0:36:28, 659.18, 15.92, 60.65, 0.30, 0.27
2015-11-5 0:46:29, 659.18, 15.92, 60.65, 0.27, 0.27
2015-11-5 0:56:30, 654.30, 15.43, 59.77, 0.20, 0.26
2015-11-5 1:06:31, 659.18, 15.92, 60.65, 0.22, 0.26
2015-11-5 1:16:32, 659.18, 15.92, 60.65, 0.32, 0.26
2015-11-5 1:26:33, 659.18, 15.92, 60.65, 0.27, 0.27
2015-11-5 1:36:34, 654.30, 15.43, 59.77, 0.24, 0.26
2015-11-5 1:46:35, 654.30, 15.43, 59.77, 0.25, 0.26
2015-11-5 1:56:36, 654.30, 15.43, 59.77, 0.30, 0.26
2015-11-5 2:06:37, 654.30, 15.43, 59.77, 0.33, 0.27
2015-11-5 2:16:38, 654.30, 15.43, 59.77, 0.22, 0.27
2015-11-5 2:26:39, 654.30, 15.43, 59.77, 0.40, 0.28
2015-11-5 2:36:40, 659.18, 15.92, 60.65, 0.24, 0.28
2015-11-5 2:46:41, 659.18, 15.92, 60.65, 0.24, 0.27
2015-11-5 2:56:42, 654.30, 15.43, 59.77, 0.35, 0.28
2015-11-5 3:06:43, 659.18, 15.92, 60.65, 0.15, 0.27
2015-11-5 3:16:44, 659.18, 15.92, 60.65, 0.22, 0.26
2015-11-5 3:26:44, 654.30, 15.43, 59.77, 0.35, 0.27
2015-11-5 3:36:46, 659.18, 15.92, 60.65, 0.30, 0.27
2015-11-5 3:46:46, 654.30, 15.43, 59.77, 0.20, 0.27
2015-11-5 3:56:47, 654.30, 15.43, 59.77, 0.16, 0.26
2015-11-5 4:06:48, 654.30, 15.43, 59.77, 0.15, 0.25
2015-11-5 4:16:49, 654.30, 15.43, 59.77, 0.37, 0.26
2015-11-5 4:26:50, 659.18, 15.92, 60.65, 0.17, 0.25
2015-11-5 4:36:50, 649.41, 14.94, 58.89, 0.32, 0.26
2015-11-5 4:46:52, 649.41, 14.94, 58.89, 0.31, 0.26
2015-11-5 4:56:52, 649.41, 14.94, 58.89, 0.33, 0.27
2015-11-5 5:06:53, 654.30, 15.43, 59.77, 0.16, 0.26
2015-11-5 5:16:55, 654.30, 15.43, 59.77, 0.27, 0.26
2015-11-5 5:26:56, 654.30, 15.43, 59.77, 0.28, 0.26
2015-11-5 5:36:57, 649.41, 14.94, 58.89, 0.26, 0.26
2015-11-5 5:46:58, 654.30, 15.43, 59.77, 0.21, 0.25
2015-11-5 5:56:59, 649.41, 14.94, 58.89, 0.29, 0.26
2015-11-5 6:07:00, 654.30, 15.43, 59.77, 0.14, 0.25
2015-11-5 6:17:01, 649.41, 14.94, 58.89, 0.22, 0.24
2015-11-5 6:27:02, 649.41, 14.94, 58.89, 0.22, 0.24
2015-11-5 6:37:02, 654.30, 15.43, 59.77, 0.16, 0.23
2015-11-5 6:47:04, 654.30, 15.43, 59.77, 0.18, 0.23
2015-11-5 6:57:04, 659.18, 15.92, 60.65, 0.19, 0.23
2015-11-5 7:07:05, 654.30, 15.43, 59.77, 0.25, 0.23
2015-11-5 7:17:06, 659.18, 15.92, 60.65, 0.21, 0.23
2015-11-5 7:27:07, 659.18, 15.92, 60.65, 0.24, 0.23
2015-11-5 7:37:08, 654.30, 15.43, 59.77, 0.19, 0.22
2015-11-5 7:47:09, 659.18, 15.92, 60.65, 0.23, 0.23
2015-11-5 7:57:09, 659.18, 15.92, 60.65, 0.21, 0.22
2015-11-5 8:07:10, 654.30, 15.43, 59.77, 0.15, 0.22
2015-11-5 8:17:10, 659.18, 15.92, 60.65, 0.20, 0.21
2015-11-5 8:27:11, 659.18, 15.92, 60.65, 0.17, 0.21
2015-11-5 8:37:12, 654.30, 15.43, 59.77, 0.16, 0.21
2015-11-5 8:47:14, 659.18, 15.92, 60.65, 0.24, 0.21
2015-11-5 8:57:14, 659.18, 15.92, 60.65, 0.13, 0.20
2015-11-5 9:07:15, 654.30, 15.43, 59.77, 0.20, 0.20
2015-11-5 9:17:16, 659.18, 15.92, 60.65, 0.24, 0.20
2015-11-5 9:27:17, 659.18, 15.92, 60.65, 0.22, 0.21
2015-11-5 9:37:17, 664.06, 16.41, 61.53, 0.20, 0.21
2015-11-5 9:47:18, 664.06, 16.41, 61.53, 0.29, 0.21
