33.9496, -83.3816
Jozie Lewis
Alyssa McDonald
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-6 18:44:05, 688.48, 18.85, 65.93, 0.28, 0.03
2015-11-6 18:54:06, 693.36, 19.34, 66.80, 0.22, 0.05
2015-11-6 19:04:07, 693.36, 19.34, 66.80, 0.32, 0.07
2015-11-6 19:14:07, 693.36, 19.34, 66.80, 0.43, 0.11
2015-11-6 19:24:08, 693.36, 19.34, 66.80, 0.43, 0.14
2015-11-6 19:34:09, 693.36, 19.34, 66.80, 0.22, 0.15
2015-11-6 19:44:10, 693.36, 19.34, 66.80, 0.45, 0.18
2015-11-6 19:54:10, 693.36, 19.34, 66.80, 0.30, 0.19
2015-11-6 20:04:11, 688.48, 18.85, 65.93, 0.25, 0.20
2015-11-6 20:14:12, 693.36, 19.34, 66.80, 0.46, 0.22
2015-11-6 20:24:13, 688.48, 18.85, 65.93, 0.33, 0.23
2015-11-6 20:34:13, 693.36, 19.34, 66.80, 0.44, 0.26
2015-11-6 20:44:14, 693.36, 19.34, 66.80, 0.46, 0.28
2015-11-6 20:54:15, 688.48, 18.85, 65.93, 0.31, 0.28
2015-11-6 21:04:16, 693.36, 19.34, 66.80, 0.38, 0.29
2015-11-6 21:14:17, 688.48, 18.85, 65.93, 0.33, 0.29
2015-11-6 21:24:17, 693.36, 19.34, 66.80, 0.23, 0.29
2015-11-6 21:34:18, 693.36, 19.34, 66.80, 0.26, 0.28
2015-11-6 21:44:18, 693.36, 19.34, 66.80, 0.41, 0.30
2015-11-6 21:54:19, 693.36, 19.34, 66.80, 0.43, 0.31
2015-11-6 22:04:20, 693.36, 19.34, 66.80, 0.34, 0.31
2015-11-6 22:14:20, 688.48, 18.85, 65.93, 0.28, 0.31
2015-11-6 22:24:21, 688.48, 18.85, 65.93, 0.46, 0.32
2015-11-6 22:34:22, 688.48, 18.85, 65.93, 0.44, 0.34
2015-11-6 22:44:22, 688.48, 18.85, 65.93, 0.42, 0.34
2015-11-6 22:54:23, 688.48, 18.85, 65.93, 0.50, 0.36
