33.9496, -83.3816
Jozie Lewis
Alyssa McDonald
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-9 21:55:06, 590.82, 9.08, 48.35, 0.04, 0.00
2015-11-9 22:05:07, 595.70, 9.57, 49.23, 0.04, 0.01
2015-11-9 22:15:07, 600.59, 10.06, 50.11, 0.11, 0.02
2015-11-9 22:25:08, 595.70, 9.57, 49.23, 0.18, 0.03
2015-11-9 22:35:08, 600.59, 10.06, 50.11, 0.17, 0.05
2015-11-9 22:45:08, 600.59, 10.06, 50.11, 0.22, 0.06
2015-11-9 22:55:09, 600.59, 10.06, 50.11, 0.25, 0.08
2015-11-9 23:05:09, 600.59, 10.06, 50.11, 0.19, 0.09
2015-11-9 23:15:09, 600.59, 10.06, 50.11, 0.42, 0.13
2015-11-9 23:25:10, 595.70, 9.57, 49.23, 0.26, 0.14
2015-11-9 23:35:11, 600.59, 10.06, 50.11, 0.16, 0.14
2015-11-9 23:45:11, 600.59, 10.06, 50.11, 0.27, 0.16
2015-11-9 23:55:12, 605.47, 10.55, 50.98, 0.23, 0.16
2015-11-10 0:05:13, 600.59, 10.06, 50.11, 0.16, 0.16
2015-11-10 0:15:14, 600.59, 10.06, 50.11, 0.15, 0.16
2015-11-10 0:25:15, 600.59, 10.06, 50.11, 0.13, 0.16
2015-11-10 0:35:15, 605.47, 10.55, 50.98, 0.17, 0.16
2015-11-10 0:45:16, 605.47, 10.55, 50.98, 0.15, 0.16
2015-11-10 0:55:17, 605.47, 10.55, 50.98, 0.28, 0.17
2015-11-10 1:05:18, 600.59, 10.06, 50.11, 0.22, 0.18
2015-11-10 1:15:18, 600.59, 10.06, 50.11, 0.19, 0.18
2015-11-10 1:25:19, 605.47, 10.55, 50.98, 0.16, 0.18
2015-11-10 1:35:19, 600.59, 10.06, 50.11, 0.19, 0.18
2015-11-10 1:45:20, 605.47, 10.55, 50.98, 0.20, 0.18
2015-11-10 1:55:21, 605.47, 10.55, 50.98, 0.21, 0.18
2015-11-10 2:05:22, 600.59, 10.06, 50.11, 0.13, 0.18
2015-11-10 2:15:22, 600.59, 10.06, 50.11, 0.14, 0.17
2015-11-10 2:25:23, 600.59, 10.06, 50.11, 0.20, 0.18
2015-11-10 2:35:24, 600.59, 10.06, 50.11, 0.16, 0.17
