33.9497, -83.3804
Raahul Soundappan
Amanda Moller
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-9 11:35:27, 615.23, 11.52, 52.74, 0.00, 0.00
2015-11-9 11:45:28, 615.23, 11.52, 52.74, 0.03, 0.00
2015-11-9 11:55:28, 615.23, 11.52, 52.74, 0.00, 0.00
2015-11-9 12:05:29, 615.23, 11.52, 52.74, 0.04, 0.01
2015-11-9 12:15:30, 620.12, 12.01, 53.62, 0.01, 0.01
2015-11-9 12:25:31, 615.23, 11.52, 52.74, 0.00, 0.01
2015-11-9 12:35:32, 615.23, 11.52, 52.74, 0.04, 0.01
2015-11-9 12:45:33, 615.23, 11.52, 52.74, 0.01, 0.01
2015-11-9 12:55:34, 615.23, 11.52, 52.74, 0.01, 0.01
2015-11-9 13:05:35, 620.12, 12.01, 53.62, 0.01, 0.01
2015-11-9 13:15:35, 610.35, 11.04, 51.86, 0.02, 0.01
2015-11-9 13:25:36, 620.12, 12.01, 53.62, 0.03, 0.01
2015-11-9 13:35:37, 620.12, 12.01, 53.62, 0.02, 0.01
2015-11-9 13:45:38, 620.12, 12.01, 53.62, 0.00, 0.01
2015-11-9 13:55:38, 620.12, 12.01, 53.62, 0.04, 0.01
2015-11-9 14:05:40, 620.12, 12.01, 53.62, 0.01, 0.01
2015-11-9 14:15:40, 625.00, 12.50, 54.50, 0.00, 0.01
2015-11-9 14:25:41, 625.00, 12.50, 54.50, 0.01, 0.01
2015-11-9 14:35:42, 625.00, 12.50, 54.50, 0.02, 0.01
2015-11-9 14:45:44, 625.00, 12.50, 54.50, 0.02, 0.01
2015-11-9 14:55:44, 625.00, 12.50, 54.50, 0.01, 0.01
2015-11-9 15:05:45, 625.00, 12.50, 54.50, 0.00, 0.01
2015-11-9 15:15:46, 625.00, 12.50, 54.50, 0.02, 0.01
2015-11-9 15:25:47, 620.12, 12.01, 53.62, 0.00, 0.01
2015-11-9 15:35:48, 620.12, 12.01, 53.62, 0.04, 0.01
2015-11-9 15:45:49, 625.00, 12.50, 54.50, 0.05, 0.02
2015-11-9 15:55:50, 620.12, 12.01, 53.62, 0.03, 0.02
2015-11-9 16:05:51, 620.12, 12.01, 53.62, 0.08, 0.02
2015-11-9 16:15:52, 620.12, 12.01, 53.62, 0.03, 0.02
2015-11-9 16:25:53, 620.12, 12.01, 53.62, 0.01, 0.02
2015-11-9 16:35:54, 620.12, 12.01, 53.62, 0.04, 0.02
2015-11-9 16:45:54, 620.12, 12.01, 53.62, 0.00, 0.02
2015-11-9 16:55:55, 620.12, 12.01, 53.62, 0.05, 0.02
2015-11-9 17:05:56, 615.23, 11.52, 52.74, 0.08, 0.03
