33.948632, -83.374454
Ryan Williams
Tristan Ulversoy
Time, Voltage (V), Temp (C), Temp (F), Raw (Percent), Filtered
2015-11-8 2:18:16, 673.83, 17.38, 63.29, 0.34, 0.32
2015-11-8 2:28:16, 673.83, 17.38, 63.29, 0.45, 0.34
2015-11-8 2:38:17, 673.83, 17.38, 63.29, 0.39, 0.34
2015-11-8 2:48:18, 673.83, 17.38, 63.29, 0.31, 0.34
2015-11-8 2:58:19, 664.06, 16.41, 61.53, 0.20, 0.32
2015-11-8 3:08:19, 668.95, 16.89, 62.41, 0.10, 0.30
2015-11-8 3:18:20, 664.06, 16.41, 61.53, 0.18, 0.29
2015-11-8 3:28:21, 659.18, 15.92, 60.65, 0.26, 0.29
2015-11-8 3:38:22, 654.30, 15.43, 59.77, 0.23, 0.28
2015-11-8 3:48:23, 659.18, 15.92, 60.65, 0.17, 0.27
2015-11-8 3:58:24, 654.30, 15.43, 59.77, 0.20, 0.26
2015-11-8 4:08:24, 649.41, 14.94, 58.89, 0.26, 0.26
2015-11-8 4:18:25, 649.41, 14.94, 58.89, 0.23, 0.26
2015-11-8 4:28:26, 654.30, 15.43, 59.77, 0.15, 0.25
2015-11-8 4:38:27, 649.41, 14.94, 58.89, 0.20, 0.24
2015-11-8 4:48:27, 649.41, 14.94, 58.89, 0.27, 0.25
2015-11-8 4:58:29, 644.53, 14.45, 58.02, 0.13, 0.24
2015-11-8 5:08:30, 644.53, 14.45, 58.02, 0.13, 0.22
2015-11-8 5:18:31, 644.53, 14.45, 58.02, 0.14, 0.22
2015-11-8 5:28:32, 644.53, 14.45, 58.02, 0.11, 0.21
2015-11-8 5:38:33, 634.77, 13.48, 56.26, 0.19, 0.20
2015-11-8 5:48:33, 639.65, 13.96, 57.14, 0.14, 0.20
2015-11-8 5:58:34, 634.77, 13.48, 56.26, 0.19, 0.20
2015-11-8 6:08:34, 629.88, 12.99, 55.38, 0.20, 0.20
2015-11-8 6:18:35, 625.00, 12.50, 54.50, 0.08, 0.18
2015-11-8 6:28:36, 629.88, 12.99, 55.38, 0.16, 0.18
2015-11-8 6:38:37, 625.00, 12.50, 54.50, 0.12, 0.18
2015-11-8 6:48:38, 625.00, 12.50, 54.50, 0.11, 0.17
2015-11-8 6:58:39, 625.00, 12.50, 54.50, 0.22, 0.18
2015-11-8 7:08:39, 625.00, 12.50, 54.50, 0.11, 0.17
2015-11-8 7:18:40, 620.12, 12.01, 53.62, 0.08, 0.16
2015-11-8 7:28:40, 625.00, 12.50, 54.50, 0.23, 0.17
2015-11-8 7:38:41, 620.12, 12.01, 53.62, 0.18, 0.17
2015-11-8 7:48:41, 620.12, 12.01, 53.62, 0.22, 0.17
2015-11-8 7:58:42, 615.23, 11.52, 52.74, 0.13, 0.17
2015-11-8 8:08:43, 620.12, 12.01, 53.62, 0.17, 0.17
2015-11-8 8:18:44, 615.23, 11.52, 52.74, 0.18, 0.17
2015-11-8 8:28:45, 615.23, 11.52, 52.74, 0.04, 0.16
2015-11-8 8:38:46, 615.23, 11.52, 52.74, 0.13, 0.15
2015-11-8 8:48:47, 615.23, 11.52, 52.74, 0.11, 0.15
2015-11-8 8:58:48, 615.23, 11.52, 52.74, 0.09, 0.14
2015-11-8 9:08:50, 610.35, 11.04, 51.86, 0.09, 0.14
2015-11-8 9:18:50, 615.23, 11.52, 52.74, 0.20, 0.14
2015-11-8 9:28:51, 610.35, 11.04, 51.86, 0.14, 0.14
2015-11-8 9:38:52, 610.35, 11.04, 51.86, 0.12, 0.14
2015-11-8 9:48:53, 605.47, 10.55, 50.98, 0.17, 0.14
2015-11-8 9:58:54, 615.23, 11.52, 52.74, 0.08, 0.14
2015-11-8 10:08:55, 610.35, 11.04, 51.86, 0.13, 0.14
2015-11-8 10:18:55, 605.47, 10.55, 50.98, 0.09, 0.13
2015-11-8 10:28:56, 605.47, 10.55, 50.98, 0.08, 0.13
2015-11-8 10:38:58, 610.35, 11.04, 51.86, 0.12, 0.13
2015-11-8 10:48:58, 610.35, 11.04, 51.86, 0.07, 0.12
2015-11-8 10:59:00, 605.47, 10.55, 50.98, 0.17, 0.13
2015-11-8 11:09:00, 605.47, 10.55, 50.98, 0.04, 0.12
2015-11-8 11:19:02, 605.47, 10.55, 50.98, 0.13, 0.12
2015-11-8 11:29:02, 610.35, 11.04, 51.86, 0.20, 0.13
2015-11-8 11:39:03, 615.23, 11.52, 52.74, 0.10, 0.12
2015-11-8 11:49:04, 610.35, 11.04, 51.86, 0.07, 0.12
2015-11-8 11:59:05, 615.23, 11.52, 52.74, 0.07, 0.11
2015-11-8 12:09:07, 610.35, 11.04, 51.86, 0.05, 0.11
2015-11-8 12:19:08, 615.23, 11.52, 52.74, 0.05, 0.10
2015-11-8 12:29:09, 610.35, 11.04, 51.86, 0.02, 0.09
2015-11-8 12:39:09, 615.23, 11.52, 52.74, 0.07, 0.09
2015-11-8 12:49:11, 610.35, 11.04, 51.86, 0.10, 0.09
2015-11-8 12:59:11, 615.23, 11.52, 52.74, 0.02, 0.08
2015-11-8 13:09:13, 615.23, 11.52, 52.74, 0.14, 0.09
2015-11-8 13:19:13, 610.35, 11.04, 51.86, 0.06, 0.09
2015-11-8 13:29:14, 615.23, 11.52, 52.74, 0.05, 0.08
2015-11-8 13:39:15, 615.23, 11.52, 52.74, 0.02, 0.08
2015-11-8 13:49:15, 615.23, 11.52, 52.74, 0.11, 0.08
2015-11-8 13:59:15, 610.35, 11.04, 51.86, 0.05, 0.08
2015-11-8 14:09:17, 615.23, 11.52, 52.74, 0.09, 0.08
2015-11-8 14:19:17, 615.23, 11.52, 52.74, 0.05, 0.08
