33.9497, -83.3804
Raahul Soundappan
Amanda Moller
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-8 19:54:23, 600.59, 10.06, 50.11, 0.03, 0.00
2015-11-8 20:04:24, 600.59, 10.06, 50.11, 0.01, 0.00
2015-11-8 20:14:25, 600.59, 10.06, 50.11, 0.05, 0.01
2015-11-8 20:24:26, 595.70, 9.57, 49.23, 0.09, 0.02
2015-11-8 20:34:27, 595.70, 9.57, 49.23, 0.03, 0.02
2015-11-8 20:44:28, 595.70, 9.57, 49.23, 0.03, 0.02
2015-11-8 20:54:29, 585.94, 8.59, 47.47, 0.08, 0.03
2015-11-8 21:04:29, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-8 21:14:31, 590.82, 9.08, 48.35, 0.09, 0.03
2015-11-8 21:24:32, 590.82, 9.08, 48.35, 0.04, 0.03
2015-11-8 21:34:33, 590.82, 9.08, 48.35, 0.04, 0.03
2015-11-8 21:44:34, 585.94, 8.59, 47.47, 0.05, 0.03
2015-11-8 21:54:35, 595.70, 9.57, 49.23, 0.05, 0.04
2015-11-8 22:04:36, 590.82, 9.08, 48.35, 0.00, 0.03
2015-11-8 22:14:37, 595.70, 9.57, 49.23, 0.04, 0.03
2015-11-8 22:24:37, 595.70, 9.57, 49.23, 0.00, 0.03
2015-11-8 22:34:38, 595.70, 9.57, 49.23, 0.03, 0.03
2015-11-8 22:44:39, 585.94, 8.59, 47.47, 0.07, 0.03
2015-11-8 22:54:40, 590.82, 9.08, 48.35, 0.06, 0.04
2015-11-8 23:04:41, 590.82, 9.08, 48.35, 0.14, 0.05
2015-11-8 23:14:42, 590.82, 9.08, 48.35, 0.00, 0.04
2015-11-8 23:24:43, 585.94, 8.59, 47.47, 0.01, 0.04
2015-11-8 23:34:44, 590.82, 9.08, 48.35, 0.00, 0.04
2015-11-8 23:44:45, 585.94, 8.59, 47.47, 0.02, 0.03
2015-11-8 23:54:46, 585.94, 8.59, 47.47, 0.04, 0.03
2015-11-9 0:04:47, 585.94, 8.59, 47.47, 0.01, 0.03
2015-11-9 0:14:48, 585.94, 8.59, 47.47, 0.02, 0.03
2015-11-9 0:24:49, 590.82, 9.08, 48.35, 0.02, 0.03
2015-11-9 0:34:50, 590.82, 9.08, 48.35, 0.02, 0.03
2015-11-9 0:44:51, 590.82, 9.08, 48.35, 0.04, 0.03
2015-11-9 0:54:51, 590.82, 9.08, 48.35, 0.00, 0.03
2015-11-9 1:04:52, 585.94, 8.59, 47.47, 0.00, 0.02
2015-11-9 1:14:52, 590.82, 9.08, 48.35, 0.00, 0.02
2015-11-9 1:24:53, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 1:34:54, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 1:44:55, 581.05, 8.11, 46.59, 0.00, 0.02
2015-11-9 1:54:56, 590.82, 9.08, 48.35, 0.03, 0.02
2015-11-9 2:04:56, 590.82, 9.08, 48.35, 0.00, 0.02
2015-11-9 2:14:57, 585.94, 8.59, 47.47, 0.01, 0.02
2015-11-9 2:24:59, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 2:34:59, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 2:45:00, 590.82, 9.08, 48.35, 0.09, 0.02
2015-11-9 2:55:02, 585.94, 8.59, 47.47, 0.01, 0.02
2015-11-9 3:05:02, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 3:15:03, 590.82, 9.08, 48.35, 0.02, 0.02
2015-11-9 3:25:05, 590.82, 9.08, 48.35, 0.04, 0.02
2015-11-9 3:35:06, 585.94, 8.59, 47.47, 0.02, 0.02
2015-11-9 3:45:06, 590.82, 9.08, 48.35, 0.02, 0.02
2015-11-9 3:55:07, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 4:05:08, 590.82, 9.08, 48.35, 0.00, 0.02
2015-11-9 4:15:09, 590.82, 9.08, 48.35, 0.00, 0.02
2015-11-9 4:25:10, 590.82, 9.08, 48.35, 0.00, 0.02
2015-11-9 4:35:11, 590.82, 9.08, 48.35, 0.01, 0.01
2015-11-9 4:45:11, 590.82, 9.08, 48.35, 0.02, 0.02
2015-11-9 4:55:12, 585.94, 8.59, 47.47, 0.02, 0.02
2015-11-9 5:05:13, 585.94, 8.59, 47.47, 0.02, 0.02
2015-11-9 5:15:14, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 5:25:14, 590.82, 9.08, 48.35, 0.04, 0.02
2015-11-9 5:35:15, 590.82, 9.08, 48.35, 0.01, 0.02
2015-11-9 5:45:16, 590.82, 9.08, 48.35, 0.02, 0.02
