33.9497, -83.3804
Raahul Soundappan
Amanda Moller
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-6 13:10:08, 732.42, 23.24, 73.84, 0.09, 0.01
2015-11-6 13:20:09, 732.42, 23.24, 73.84, 0.08, 0.02
2015-11-6 13:30:10, 732.42, 23.24, 73.84, 0.04, 0.02
2015-11-6 13:40:11, 732.42, 23.24, 73.84, 0.06, 0.02
2015-11-6 13:50:12, 732.42, 23.24, 73.84, 0.09, 0.03
2015-11-6 14:00:13, 737.30, 23.73, 74.71, 0.11, 0.04
2015-11-6 14:10:14, 737.30, 23.73, 74.71, 0.06, 0.04
2015-11-6 14:20:15, 732.42, 23.24, 73.84, 0.04, 0.04
2015-11-6 14:30:17, 727.54, 22.75, 72.96, 0.04, 0.04
2015-11-6 14:40:18, 727.54, 22.75, 72.96, 0.07, 0.04
2015-11-6 14:50:18, 727.54, 22.75, 72.96, 0.06, 0.04
2015-11-6 15:00:19, 727.54, 22.75, 72.96, 0.01, 0.04
2015-11-6 15:10:20, 722.66, 22.27, 72.08, 0.05, 0.04
2015-11-6 15:20:21, 722.66, 22.27, 72.08, 0.00, 0.04
2015-11-6 15:30:22, 722.66, 22.27, 72.08, 0.07, 0.04
2015-11-6 15:40:23, 722.66, 22.27, 72.08, 0.03, 0.04
2015-11-6 15:50:24, 727.54, 22.75, 72.96, 0.04, 0.04
2015-11-6 16:00:25, 727.54, 22.75, 72.96, 0.04, 0.04
2015-11-6 16:10:26, 727.54, 22.75, 72.96, 0.04, 0.04
2015-11-6 16:20:27, 727.54, 22.75, 72.96, 0.05, 0.04
2015-11-6 16:30:28, 727.54, 22.75, 72.96, 0.08, 0.05
2015-11-6 16:40:29, 717.77, 21.78, 71.20, 0.11, 0.05
2015-11-6 16:50:30, 722.66, 22.27, 72.08, 0.07, 0.05
2015-11-6 17:00:31, 712.89, 21.29, 70.32, 0.03, 0.05
2015-11-6 17:10:32, 708.01, 20.80, 69.44, 0.02, 0.05
2015-11-6 17:20:32, 703.13, 20.31, 68.56, 0.04, 0.05
2015-11-6 17:30:33, 703.13, 20.31, 68.56, 0.08, 0.05
2015-11-6 17:40:35, 698.24, 19.82, 67.68, 0.11, 0.06
2015-11-6 17:50:36, 698.24, 19.82, 67.68, 0.05, 0.06
2015-11-6 18:00:36, 708.01, 20.80, 69.44, 0.13, 0.06
2015-11-6 18:10:37, 712.89, 21.29, 70.32, 0.08, 0.07
2015-11-6 18:20:38, 708.01, 20.80, 69.44, 0.13, 0.07
2015-11-6 18:30:39, 712.89, 21.29, 70.32, 0.03, 0.07
