33.9497, -83.3804
Raahul Soundappan
Amanda Moller
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-9 17:20:00, 625.00, 12.50, 54.50, 0.09, 0.01
2015-11-9 17:30:01, 625.00, 12.50, 54.50, 0.09, 0.02
2015-11-9 17:40:01, 625.00, 12.50, 54.50, 0.00, 0.01
2015-11-9 17:50:02, 625.00, 12.50, 54.50, 0.02, 0.01
2015-11-9 18:00:03, 625.00, 12.50, 54.50, 0.01, 0.01
2015-11-9 18:10:04, 625.00, 12.50, 54.50, 0.03, 0.02
2015-11-9 18:20:05, 625.00, 12.50, 54.50, 0.05, 0.02
2015-11-9 18:30:06, 629.88, 12.99, 55.38, 0.02, 0.02
2015-11-9 18:40:07, 629.88, 12.99, 55.38, 0.02, 0.02
2015-11-9 18:50:08, 629.88, 12.99, 55.38, 0.01, 0.02
2015-11-9 19:00:09, 625.00, 12.50, 54.50, 0.12, 0.03
2015-11-9 19:10:10, 625.00, 12.50, 54.50, 0.02, 0.03
2015-11-9 19:20:11, 629.88, 12.99, 55.38, 0.07, 0.03
2015-11-9 19:30:12, 629.88, 12.99, 55.38, 0.08, 0.04
2015-11-9 19:40:14, 625.00, 12.50, 54.50, 0.05, 0.04
2015-11-9 19:50:15, 629.88, 12.99, 55.38, 0.04, 0.04
2015-11-9 20:00:16, 629.88, 12.99, 55.38, 0.06, 0.04
2015-11-9 20:10:17, 625.00, 12.50, 54.50, 0.08, 0.04
2015-11-9 20:20:18, 625.00, 12.50, 54.50, 0.11, 0.05
2015-11-9 20:30:19, 629.88, 12.99, 55.38, 0.00, 0.05
2015-11-9 20:40:20, 625.00, 12.50, 54.50, 0.02, 0.04
2015-11-9 20:50:21, 625.00, 12.50, 54.50, 0.02, 0.04
2015-11-9 21:00:21, 629.88, 12.99, 55.38, 0.04, 0.04
