33.9496, -83.3816
Jozie Lewis
Alyssa McDonald
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-5 17:15:54, 668.95, 16.89, 62.41, 0.11, 0.01
2015-11-5 17:25:54, 668.95, 16.89, 62.41, 0.27, 0.04
2015-11-5 17:35:55, 668.95, 16.89, 62.41, 0.25, 0.06
2015-11-5 17:45:56, 673.83, 17.38, 63.29, 0.12, 0.06
2015-11-5 17:55:57, 668.95, 16.89, 62.41, 0.17, 0.08
2015-11-5 18:05:57, 673.83, 17.38, 63.29, 0.05, 0.07
2015-11-5 18:15:58, 668.95, 16.89, 62.41, 0.21, 0.09
2015-11-5 18:25:59, 668.95, 16.89, 62.41, 0.09, 0.09
2015-11-5 18:36:00, 673.83, 17.38, 63.29, 0.16, 0.09
2015-11-5 18:46:01, 673.83, 17.38, 63.29, 0.05, 0.09
2015-11-5 18:56:01, 668.95, 16.89, 62.41, 0.24, 0.11
2015-11-5 19:06:02, 668.95, 16.89, 62.41, 0.09, 0.10
2015-11-5 19:16:03, 664.06, 16.41, 61.53, 0.12, 0.11
2015-11-5 19:26:04, 668.95, 16.89, 62.41, 0.14, 0.11
2015-11-5 19:36:04, 668.95, 16.89, 62.41, 0.19, 0.12
2015-11-5 19:46:05, 668.95, 16.89, 62.41, 0.20, 0.13
2015-11-5 19:56:06, 668.95, 16.89, 62.41, 0.22, 0.14
2015-11-5 20:06:07, 668.95, 16.89, 62.41, 0.10, 0.13
2015-11-5 20:16:08, 668.95, 16.89, 62.41, 0.11, 0.13
2015-11-5 20:26:08, 668.95, 16.89, 62.41, 0.12, 0.13
2015-11-5 20:36:09, 668.95, 16.89, 62.41, 0.13, 0.13
2015-11-5 20:46:09, 664.06, 16.41, 61.53, 0.28, 0.14
2015-11-5 20:56:10, 668.95, 16.89, 62.41, 0.20, 0.15
2015-11-5 21:06:11, 668.95, 16.89, 62.41, 0.11, 0.15
2015-11-5 21:16:11, 668.95, 16.89, 62.41, 0.28, 0.16
2015-11-5 21:26:12, 668.95, 16.89, 62.41, 0.21, 0.16
2015-11-5 21:36:13, 668.95, 16.89, 62.41, 0.17, 0.17
2015-11-5 21:46:14, 668.95, 16.89, 62.41, 0.31, 0.18
2015-11-5 21:56:14, 668.95, 16.89, 62.41, 0.39, 0.20
2015-11-5 22:06:14, 668.95, 16.89, 62.41, 0.33, 0.21
2015-11-5 22:16:15, 673.83, 17.38, 63.29, 0.28, 0.22
2015-11-5 22:26:15, 664.06, 16.41, 61.53, 0.23, 0.22
2015-11-5 22:36:16, 668.95, 16.89, 62.41, 0.22, 0.22
2015-11-5 22:46:16, 673.83, 17.38, 63.29, 0.23, 0.22
2015-11-5 22:56:17, 668.95, 16.89, 62.41, 0.38, 0.24
2015-11-5 23:06:17, 673.83, 17.38, 63.29, 0.30, 0.24
2015-11-5 23:16:18, 673.83, 17.38, 63.29, 0.41, 0.26
2015-11-5 23:26:18, 668.95, 16.89, 62.41, 0.24, 0.26
2015-11-5 23:36:19, 668.95, 16.89, 62.41, 0.36, 0.27
2015-11-5 23:46:19, 668.95, 16.89, 62.41, 0.37, 0.28
