33.9496, -83.3816
Jozie Lewis
Alyssa McDonald
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-8 19:54:20, 571.29, 7.13, 44.83, 0.02, 0.00
2015-11-8 20:04:21, 566.41, 6.64, 43.95, 0.04, 0.01
2015-11-8 20:14:21, 576.17, 7.62, 45.71, 0.03, 0.01
2015-11-8 20:24:22, 571.29, 7.13, 44.83, 0.08, 0.02
2015-11-8 20:34:22, 576.17, 7.62, 45.71, 0.05, 0.02
2015-11-8 20:44:23, 576.17, 7.62, 45.71, 0.05, 0.02
2015-11-8 20:54:24, 571.29, 7.13, 44.83, 0.09, 0.03
2015-11-8 21:04:24, 566.41, 6.64, 43.95, 0.09, 0.03
2015-11-8 21:14:25, 566.41, 6.64, 43.95, 0.05, 0.04
2015-11-8 21:24:26, 571.29, 7.13, 44.83, 0.01, 0.03
2015-11-8 21:34:26, 571.29, 7.13, 44.83, 0.13, 0.04
2015-11-8 21:44:27, 571.29, 7.13, 44.83, 0.08, 0.05
2015-11-8 21:54:28, 566.41, 6.64, 43.95, 0.04, 0.05
2015-11-8 22:04:29, 571.29, 7.13, 44.83, 0.03, 0.05
2015-11-8 22:14:30, 571.29, 7.13, 44.83, 0.06, 0.05
2015-11-8 22:24:30, 571.29, 7.13, 44.83, 0.03, 0.05
2015-11-8 22:34:31, 566.41, 6.64, 43.95, 0.06, 0.05
2015-11-8 22:44:32, 566.41, 6.64, 43.95, 0.05, 0.05
2015-11-8 22:54:32, 566.41, 6.64, 43.95, 0.02, 0.04
2015-11-8 23:04:33, 566.41, 6.64, 43.95, 0.08, 0.05
2015-11-8 23:14:34, 566.41, 6.64, 43.95, 0.04, 0.05
2015-11-8 23:24:34, 566.41, 6.64, 43.95, 0.05, 0.05
2015-11-8 23:34:35, 566.41, 6.64, 43.95, 0.06, 0.05
2015-11-8 23:44:36, 561.52, 6.15, 43.07, 0.00, 0.04
2015-11-8 23:54:37, 566.41, 6.64, 43.95, 0.04, 0.04
2015-11-9 0:04:38, 561.52, 6.15, 43.07, 0.06, 0.05
2015-11-9 0:14:38, 561.52, 6.15, 43.07, 0.04, 0.05
2015-11-9 0:24:39, 566.41, 6.64, 43.95, 0.07, 0.05
2015-11-9 0:34:40, 571.29, 7.13, 44.83, 0.11, 0.05
2015-11-9 0:44:40, 566.41, 6.64, 43.95, 0.00, 0.05
2015-11-9 0:54:40, 566.41, 6.64, 43.95, 0.02, 0.05
2015-11-9 1:04:41, 561.52, 6.15, 43.07, 0.01, 0.04
2015-11-9 1:14:42, 566.41, 6.64, 43.95, 0.02, 0.04
2015-11-9 1:24:43, 566.41, 6.64, 43.95, 0.01, 0.04
2015-11-9 1:34:43, 571.29, 7.13, 44.83, 0.09, 0.04
2015-11-9 1:44:43, 566.41, 6.64, 43.95, 0.02, 0.04
2015-11-9 1:54:44, 561.52, 6.15, 43.07, 0.03, 0.04
2015-11-9 2:04:44, 566.41, 6.64, 43.95, 0.06, 0.04
2015-11-9 2:14:45, 561.52, 6.15, 43.07, 0.06, 0.04
