"V1", "V2", "V3", "V4", "V5", "V6"
2015-11-09 09:17:00, 639.65, 13.96, 57.14, 0.06, 0.05
2015-11-09 09:27:00, 634.77, 13.48, 56.26, 0.06, 0.05
2015-11-09 09:37:00, 644.53, 14.45, 58.02, 0.01, 0.04
2015-11-09 09:47:00, 644.53, 14.45, 58.02, 0.05, 0.04
2015-11-09 09:57:00, 639.65, 13.96, 57.14, 0.02, 0.04
2015-11-09 10:07:00, 639.65, 13.96, 57.14, 0.03, 0.04
2015-11-09 10:17:00, 639.65, 13.96, 57.14, 0.05, 0.04
2015-11-09 10:27:00, 639.65, 13.96, 57.14, 0.03, 0.04
2015-11-09 10:37:00, 644.53, 14.45, 58.02, 0.01, 0.04
2015-11-09 10:47:00, 639.65, 13.96, 57.14, 0.02, 0.04
2015-11-09 10:57:00, 649.41, 14.94, 58.89, 0.04, 0.04
2015-11-09 11:07:00, 649.41, 14.94, 58.89, 0, 0.03
2015-11-09 11:17:00, 644.53, 14.45, 58.02, 0.03, 0.03
2015-11-09 11:27:00, 649.41, 14.94, 58.89, 0.01, 0.03
2015-11-09 11:37:00, 649.41, 14.94, 58.89, 0.02, 0.03
2015-11-09 11:47:00, 649.41, 14.94, 58.89, 0.02, 0.03
2015-11-09 11:57:00, 649.41, 14.94, 58.89, 0.02, 0.03
2015-11-09 12:07:00, 644.53, 14.45, 58.02, 0.01, 0.03
2015-11-09 12:17:00, 649.41, 14.94, 58.89, 0.02, 0.03
2015-11-09 12:27:00, 654.3, 15.43, 59.77, 0.06, 0.03
2015-11-09 12:37:00, 649.41, 14.94, 58.89, 0.08, 0.03
2015-11-09 12:47:00, 654.3, 15.43, 59.77, 0.06, 0.04
2015-11-09 12:57:00, 649.41, 14.94, 58.89, 0.04, 0.04
