33.950327,  -83.380366
Cole Madray
Stephanie Petros
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-3 23:38:50, 673.83, 17.38, 63.29, 0.19, 0.02
2015-11-3 23:48:50, 673.83, 17.38, 63.29, 0.16, 0.03
2015-11-3 23:58:51, 659.18, 15.92, 60.65, 0.14, 0.04
2015-11-4 0:08:52, 664.06, 16.41, 61.53, 0.22, 0.06
2015-11-4 0:18:53, 659.18, 15.92, 60.65, 0.11, 0.07
2015-11-4 0:28:54, 664.06, 16.41, 61.53, 0.04, 0.06
2015-11-4 0:38:55, 659.18, 15.92, 60.65, 0.16, 0.07
2015-11-4 0:48:56, 659.18, 15.92, 60.65, 0.03, 0.07
2015-11-4 0:58:56, 654.30, 15.43, 59.77, 0.19, 0.08
2015-11-4 1:08:57, 659.18, 15.92, 60.65, 0.24, 0.10
2015-11-4 1:18:58, 664.06, 16.41, 61.53, 0.10, 0.10
2015-11-4 1:28:59, 659.18, 15.92, 60.65, 0.04, 0.09
2015-11-4 1:38:59, 664.06, 16.41, 61.53, 0.19, 0.10
2015-11-4 1:48:59, 664.06, 16.41, 61.53, 0.11, 0.10
2015-11-4 1:59:00, 659.18, 15.92, 60.65, 0.20, 0.11
2015-11-4 2:09:01, 659.18, 15.92, 60.65, 0.12, 0.11
2015-11-4 2:19:02, 654.30, 15.43, 59.77, 0.12, 0.11
2015-11-4 2:29:02, 659.18, 15.92, 60.65, 0.11, 0.11
2015-11-4 2:39:03, 659.18, 15.92, 60.65, 0.14, 0.12
2015-11-4 2:49:04, 654.30, 15.43, 59.77, 0.22, 0.13
2015-11-4 2:59:04, 654.30, 15.43, 59.77, 0.20, 0.13
2015-11-4 3:09:05, 659.18, 15.92, 60.65, 0.17, 0.14
2015-11-4 3:19:06, 654.30, 15.43, 59.77, 0.09, 0.13
2015-11-4 3:29:07, 654.30, 15.43, 59.77, 0.10, 0.13
2015-11-4 3:39:08, 654.30, 15.43, 59.77, 0.23, 0.14
2015-11-4 3:49:09, 659.18, 15.92, 60.65, 0.15, 0.14
2015-11-4 3:59:09, 659.18, 15.92, 60.65, 0.18, 0.14
2015-11-4 4:09:10, 659.18, 15.92, 60.65, 0.09, 0.14
2015-11-4 4:19:12, 659.18, 15.92, 60.65, 0.05, 0.13
2015-11-4 4:29:13, 659.18, 15.92, 60.65, 0.08, 0.12
2015-11-4 4:39:13, 654.30, 15.43, 59.77, 0.20, 0.13
2015-11-4 4:49:14, 659.18, 15.92, 60.65, 0.14, 0.13
2015-11-4 4:59:15, 654.30, 15.43, 59.77, 0.19, 0.14
2015-11-4 5:09:16, 654.30, 15.43, 59.77, 0.12, 0.14
2015-11-4 5:19:16, 649.41, 14.94, 58.89, 0.15, 0.14
2015-11-4 5:29:17, 654.30, 15.43, 59.77, 0.18, 0.14
2015-11-4 5:39:18, 659.18, 15.92, 60.65, 0.02, 0.13
2015-11-4 5:49:19, 659.18, 15.92, 60.65, 0.14, 0.13
2015-11-4 5:59:20, 654.30, 15.43, 59.77, 0.08, 0.13
2015-11-4 6:09:21, 659.18, 15.92, 60.65, 0.11, 0.12
2015-11-4 6:19:22, 659.18, 15.92, 60.65, 0.08, 0.12
2015-11-4 6:29:23, 654.30, 15.43, 59.77, 0.16, 0.12
2015-11-4 6:39:24, 659.18, 15.92, 60.65, 0.15, 0.13
2015-11-4 6:49:24, 654.30, 15.43, 59.77, 0.07, 0.12
2015-11-4 6:59:25, 659.18, 15.92, 60.65, 0.14, 0.12
