33.9496, -83.3816
Jozie Lewis
Alyssa McDonald
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-5 13:21:21, 668.95, 16.89, 62.41, 0.20, 0.02
2015-11-5 13:31:23, 673.83, 17.38, 63.29, 0.20, 0.04
2015-11-5 13:41:23, 668.95, 16.89, 62.41, 0.21, 0.06
2015-11-5 13:51:24, 673.83, 17.38, 63.29, 0.17, 0.07
2015-11-5 14:01:25, 673.83, 17.38, 63.29, 0.16, 0.08
2015-11-5 14:11:25, 673.83, 17.38, 63.29, 0.24, 0.09
2015-11-5 14:21:26, 673.83, 17.38, 63.29, 0.17, 0.10
2015-11-5 14:31:27, 673.83, 17.38, 63.29, 0.11, 0.10
2015-11-5 14:41:27, 668.95, 16.89, 62.41, 0.10, 0.10
2015-11-5 14:51:28, 668.95, 16.89, 62.41, 0.29, 0.12
2015-11-5 15:01:28, 673.83, 17.38, 63.29, 0.19, 0.13
2015-11-5 15:11:29, 673.83, 17.38, 63.29, 0.22, 0.14
2015-11-5 15:21:30, 668.95, 16.89, 62.41, 0.21, 0.14
2015-11-5 15:31:30, 673.83, 17.38, 63.29, 0.17, 0.15
2015-11-5 15:41:31, 673.83, 17.38, 63.29, 0.20, 0.15
2015-11-5 15:51:32, 673.83, 17.38, 63.29, 0.22, 0.16
2015-11-5 16:01:33, 673.83, 17.38, 63.29, 0.12, 0.15
2015-11-5 16:11:33, 673.83, 17.38, 63.29, 0.21, 0.16
2015-11-5 16:21:34, 673.83, 17.38, 63.29, 0.19, 0.16
2015-11-5 16:31:34, 668.95, 16.89, 62.41, 0.16, 0.16
2015-11-5 16:41:35, 673.83, 17.38, 63.29, 0.18, 0.16
2015-11-5 16:51:35, 668.95, 16.89, 62.41, 0.13, 0.16
2015-11-5 17:01:36, 673.83, 17.38, 63.29, 0.24, 0.17
