33.948632, -83.374454
Ryan Williams
Tristan Ulversoy
Time, Voltage (V), Temp (C), Temp (F), Raw (Percent), Filtered
2015-11-6 4:46:55, 678.71, 17.87, 64.17, 0.61, 0.56
2015-11-6 4:56:56, 683.59, 18.36, 65.05, 0.54, 0.56
2015-11-6 5:06:57, 683.59, 18.36, 65.05, 0.67, 0.57
2015-11-6 5:16:58, 683.59, 18.36, 65.05, 1.78, 0.69
2015-11-6 5:26:59, 683.59, 18.36, 65.05, 1.68, 0.79
2015-11-6 5:37:00, 678.71, 17.87, 64.17, 1.84, 0.90
2015-11-6 5:47:01, 678.71, 17.87, 64.17, 1.56, 0.96
2015-11-6 5:57:02, 683.59, 18.36, 65.05, 2.15, 1.08
2015-11-6 6:07:03, 683.59, 18.36, 65.05, 1.81, 1.15
2015-11-6 6:17:04, 683.59, 18.36, 65.05, 0.76, 1.11
2015-11-6 6:27:06, 683.59, 18.36, 65.05, 0.44, 1.05
2015-11-6 6:37:07, 683.59, 18.36, 65.05, 0.65, 1.01
2015-11-6 6:47:07, 688.48, 18.85, 65.93, 0.35, 0.94
2015-11-6 6:57:08, 688.48, 18.85, 65.93, 0.32, 0.88
2015-11-6 7:07:09, 688.48, 18.85, 65.93, 0.44, 0.83
2015-11-6 7:17:10, 683.59, 18.36, 65.05, 0.27, 0.78
2015-11-6 7:27:11, 688.48, 18.85, 65.93, 0.14, 0.71
2015-11-6 7:37:12, 688.48, 18.85, 65.93, 0.10, 0.65
2015-11-6 7:47:13, 688.48, 18.85, 65.93, 0.15, 0.60
2015-11-6 7:57:14, 693.36, 19.34, 66.80, 0.06, 0.55
2015-11-6 8:07:15, 688.48, 18.85, 65.93, 0.16, 0.51
2015-11-6 8:17:16, 693.36, 19.34, 66.80, 0.13, 0.47
2015-11-6 8:27:17, 693.36, 19.34, 66.80, 0.16, 0.44
2015-11-6 8:37:18, 693.36, 19.34, 66.80, 0.07, 0.40
2015-11-6 8:47:18, 693.36, 19.34, 66.80, 0.06, 0.37
2015-11-6 8:57:19, 693.36, 19.34, 66.80, 0.06, 0.34
2015-11-6 9:07:20, 698.24, 19.82, 67.68, 0.07, 0.31
2015-11-6 9:17:20, 693.36, 19.34, 66.80, 0.04, 0.28
2015-11-6 9:27:22, 698.24, 19.82, 67.68, 0.16, 0.27
2015-11-6 9:37:22, 698.24, 19.82, 67.68, 0.12, 0.26
2015-11-6 9:47:23, 698.24, 19.82, 67.68, 0.08, 0.24
2015-11-6 9:57:24, 693.36, 19.34, 66.80, 0.06, 0.22
2015-11-6 10:07:25, 698.24, 19.82, 67.68, 0.07, 0.21
2015-11-6 10:17:25, 698.24, 19.82, 67.68, 0.07, 0.19
2015-11-6 10:27:26, 698.24, 19.82, 67.68, 0.10, 0.18
2015-11-6 10:37:27, 698.24, 19.82, 67.68, 0.08, 0.17
