33.948632, -83.374454
Ryan Williams
Tristan Ulversoy
Time, Voltage (V), Temp (C), Temp (F), Raw (Percent), Filtered
2015-11-7 2:34:54, 698.24, 19.82, 67.68, 0.10, 0.30
2015-11-7 2:44:55, 698.24, 19.82, 67.68, 0.29, 0.30
2015-11-7 2:54:56, 698.24, 19.82, 67.68, 0.20, 0.29
2015-11-7 3:04:57, 693.36, 19.34, 66.80, 0.27, 0.29
2015-11-7 3:14:58, 698.24, 19.82, 67.68, 0.37, 0.30
2015-11-7 3:25:00, 698.24, 19.82, 67.68, 0.26, 0.29
2015-11-7 3:35:00, 698.24, 19.82, 67.68, 0.29, 0.29
2015-11-7 3:45:01, 693.36, 19.34, 66.80, 0.26, 0.29
2015-11-7 3:55:02, 698.24, 19.82, 67.68, 0.24, 0.28
2015-11-7 4:05:02, 698.24, 19.82, 67.68, 0.33, 0.29
2015-11-7 4:15:03, 698.24, 19.82, 67.68, 0.30, 0.29
2015-11-7 4:25:04, 698.24, 19.82, 67.68, 0.20, 0.28
2015-11-7 4:35:05, 698.24, 19.82, 67.68, 0.28, 0.28
2015-11-7 4:45:06, 698.24, 19.82, 67.68, 0.25, 0.28
2015-11-7 4:55:07, 698.24, 19.82, 67.68, 0.29, 0.28
2015-11-7 5:05:08, 693.36, 19.34, 66.80, 0.32, 0.28
2015-11-7 5:15:08, 693.36, 19.34, 66.80, 0.32, 0.29
2015-11-7 5:25:09, 693.36, 19.34, 66.80, 0.22, 0.28
2015-11-7 5:35:10, 698.24, 19.82, 67.68, 0.14, 0.27
2015-11-7 5:45:10, 693.36, 19.34, 66.80, 0.23, 0.26
2015-11-7 5:55:11, 693.36, 19.34, 66.80, 0.27, 0.26
2015-11-7 6:05:12, 693.36, 19.34, 66.80, 0.31, 0.27
2015-11-7 6:15:13, 693.36, 19.34, 66.80, 0.23, 0.26
2015-11-7 6:25:13, 693.36, 19.34, 66.80, 0.18, 0.26
2015-11-7 6:35:14, 693.36, 19.34, 66.80, 0.35, 0.27
2015-11-7 6:45:16, 693.36, 19.34, 66.80, 0.21, 0.26
2015-11-7 6:55:16, 693.36, 19.34, 66.80, 0.38, 0.27
2015-11-7 7:05:17, 693.36, 19.34, 66.80, 0.20, 0.27
2015-11-7 7:15:18, 693.36, 19.34, 66.80, 0.18, 0.26
2015-11-7 7:25:19, 693.36, 19.34, 66.80, 0.24, 0.25
2015-11-7 7:35:20, 693.36, 19.34, 66.80, 0.22, 0.25
2015-11-7 7:45:21, 688.48, 18.85, 65.93, 0.21, 0.25
2015-11-7 7:55:23, 693.36, 19.34, 66.80, 0.16, 0.24
2015-11-7 8:05:24, 693.36, 19.34, 66.80, 0.13, 0.23
2015-11-7 8:15:25, 693.36, 19.34, 66.80, 0.22, 0.23
2015-11-7 8:25:26, 688.48, 18.85, 65.93, 0.09, 0.21
2015-11-7 8:35:26, 688.48, 18.85, 65.93, 0.20, 0.21
2015-11-7 8:45:27, 678.71, 17.87, 64.17, 0.03, 0.19
2015-11-7 8:55:28, 668.95, 16.89, 62.41, 0.04, 0.18
2015-11-7 9:05:29, 664.06, 16.41, 61.53, 0.02, 0.16
2015-11-7 9:15:30, 664.06, 16.41, 61.53, 0.05, 0.15
2015-11-7 9:25:31, 668.95, 16.89, 62.41, 0.05, 0.14
2015-11-7 9:35:32, 664.06, 16.41, 61.53, 0.05, 0.13
2015-11-7 9:45:33, 664.06, 16.41, 61.53, 0.11, 0.13
2015-11-7 9:55:34, 664.06, 16.41, 61.53, 0.10, 0.13
2015-11-7 10:05:35, 668.95, 16.89, 62.41, 0.03, 0.12
2015-11-7 10:15:35, 673.83, 17.38, 63.29, 0.05, 0.11
2015-11-7 10:25:37, 673.83, 17.38, 63.29, 0.09, 0.11
2015-11-7 10:35:38, 673.83, 17.38, 63.29, 0.08, 0.11
2015-11-7 10:45:38, 673.83, 17.38, 63.29, 0.05, 0.10
2015-11-7 10:55:39, 673.83, 17.38, 63.29, 0.05, 0.09
2015-11-7 11:05:40, 673.83, 17.38, 63.29, 0.05, 0.09
2015-11-7 11:15:41, 678.71, 17.87, 64.17, 0.06, 0.09
2015-11-7 11:25:41, 678.71, 17.87, 64.17, 0.05, 0.08
2015-11-7 11:35:42, 673.83, 17.38, 63.29, 0.08, 0.08
2015-11-7 11:45:43, 678.71, 17.87, 64.17, 0.05, 0.08
2015-11-7 11:55:45, 678.71, 17.87, 64.17, 0.09, 0.08
2015-11-7 12:05:46, 683.59, 18.36, 65.05, 0.02, 0.08
2015-11-7 12:15:46, 678.71, 17.87, 64.17, 0.04, 0.07
2015-11-7 12:25:47, 678.71, 17.87, 64.17, 0.05, 0.07
2015-11-7 12:35:48, 683.59, 18.36, 65.05, 0.10, 0.07
2015-11-7 12:45:49, 683.59, 18.36, 65.05, 0.06, 0.07
2015-11-7 12:55:49, 678.71, 17.87, 64.17, 0.11, 0.08
2015-11-7 13:05:50, 683.59, 18.36, 65.05, 0.04, 0.07
2015-11-7 13:15:51, 683.59, 18.36, 65.05, 0.05, 0.07
2015-11-7 13:25:51, 683.59, 18.36, 65.05, 0.19, 0.08
2015-11-7 13:35:53, 683.59, 18.36, 65.05, 0.05, 0.08
2015-11-7 13:45:53, 688.48, 18.85, 65.93, 0.03, 0.07
2015-11-7 13:55:54, 693.36, 19.34, 66.80, 0.05, 0.07
2015-11-7 14:05:56, 688.48, 18.85, 65.93, 0.05, 0.07
2015-11-7 14:15:57, 688.48, 18.85, 65.93, 0.07, 0.07
2015-11-7 14:25:58, 693.36, 19.34, 66.80, 0.11, 0.07
2015-11-7 14:35:59, 693.36, 19.34, 66.80, 0.34, 0.10
2015-11-7 14:45:59, 693.36, 19.34, 66.80, 0.36, 0.13
2015-11-7 14:56:00, 693.36, 19.34, 66.80, 0.17, 0.13
2015-11-7 15:06:01, 693.36, 19.34, 66.80, 0.13, 0.13
2015-11-7 15:16:02, 693.36, 19.34, 66.80, 0.11, 0.13
2015-11-7 15:26:03, 693.36, 19.34, 66.80, 0.06, 0.12
2015-11-7 15:36:03, 688.48, 18.85, 65.93, 0.06, 0.12
2015-11-7 15:46:05, 693.36, 19.34, 66.80, 0.10, 0.11
2015-11-7 15:56:05, 688.48, 18.85, 65.93, 0.11, 0.11
2015-11-7 16:06:06, 693.36, 19.34, 66.80, 0.06, 0.11
2015-11-7 16:16:07, 688.48, 18.85, 65.93, 0.08, 0.11
2015-11-7 16:26:08, 688.48, 18.85, 65.93, 0.08, 0.10
2015-11-7 16:36:08, 693.36, 19.34, 66.80, 0.03, 0.10
2015-11-7 16:46:09, 693.36, 19.34, 66.80, 0.15, 0.10
2015-11-7 16:56:10, 693.36, 19.34, 66.80, 0.09, 0.10
2015-11-7 17:06:11, 693.36, 19.34, 66.80, 0.04, 0.09
2015-11-7 17:16:12, 693.36, 19.34, 66.80, 0.11, 0.10
2015-11-7 17:26:12, 693.36, 19.34, 66.80, 0.16, 0.10
2015-11-7 17:36:13, 693.36, 19.34, 66.80, 0.14, 0.11
2015-11-7 17:46:14, 693.36, 19.34, 66.80, 0.09, 0.10
2015-11-7 17:56:15, 688.48, 18.85, 65.93, 0.21, 0.11
2015-11-7 18:06:16, 693.36, 19.34, 66.80, 0.14, 0.12
2015-11-7 18:16:17, 688.48, 18.85, 65.93, 0.12, 0.12
2015-11-7 18:26:18, 683.59, 18.36, 65.05, 0.11, 0.12
2015-11-7 18:36:19, 688.48, 18.85, 65.93, 0.16, 0.12
2015-11-7 18:46:20, 688.48, 18.85, 65.93, 0.10, 0.12
2015-11-7 18:56:21, 683.59, 18.36, 65.05, 0.13, 0.12
2015-11-7 19:06:22, 683.59, 18.36, 65.05, 0.13, 0.12
2015-11-7 19:16:24, 688.48, 18.85, 65.93, 0.08, 0.12
2015-11-7 19:26:24, 683.59, 18.36, 65.05, 0.07, 0.11
2015-11-7 19:36:25, 688.48, 18.85, 65.93, 0.17, 0.12
2015-11-7 19:46:26, 678.71, 17.87, 64.17, 0.11, 0.12
2015-11-7 19:56:27, 683.59, 18.36, 65.05, 0.24, 0.13
2015-11-7 20:06:28, 678.71, 17.87, 64.17, 0.26, 0.14
2015-11-7 20:16:29, 678.71, 17.87, 64.17, 0.16, 0.15
2015-11-7 20:26:29, 678.71, 17.87, 64.17, 0.19, 0.15
2015-11-7 20:36:30, 678.71, 17.87, 64.17, 0.19, 0.15
