33.948632, -83.374454
Ryan Williams
Tristan Ulversoy
Time, Voltage (V), Temp (C), Temp (F), Raw (Percent), Filtered
2015-11-9 17:20:03, 615.23, 11.52, 52.74, 0.02, 0.00
2015-11-9 17:30:04, 610.35, 11.04, 51.86, 0.11, 0.01
2015-11-9 17:40:05, 610.35, 11.04, 51.86, 0.04, 0.02
2015-11-9 17:50:05, 615.23, 11.52, 52.74, 0.11, 0.03
2015-11-9 18:00:06, 610.35, 11.04, 51.86, 0.17, 0.04
2015-11-9 18:10:07, 615.23, 11.52, 52.74, 0.03, 0.04
2015-11-9 18:20:08, 615.23, 11.52, 52.74, 0.09, 0.04
2015-11-9 18:30:09, 610.35, 11.04, 51.86, 0.11, 0.05
2015-11-9 18:40:10, 610.35, 11.04, 51.86, 0.15, 0.06
2015-11-9 18:50:11, 615.23, 11.52, 52.74, 0.17, 0.07
2015-11-9 19:00:12, 610.35, 11.04, 51.86, 0.06, 0.07
2015-11-9 19:10:12, 615.23, 11.52, 52.74, 0.03, 0.07
2015-11-9 19:20:13, 620.12, 12.01, 53.62, 0.10, 0.07
2015-11-9 19:30:14, 615.23, 11.52, 52.74, 0.03, 0.07
2015-11-9 19:40:14, 620.12, 12.01, 53.62, 0.06, 0.07
2015-11-9 19:50:16, 615.23, 11.52, 52.74, 0.09, 0.07
2015-11-9 20:00:17, 615.23, 11.52, 52.74, 0.11, 0.07
2015-11-9 20:10:18, 615.23, 11.52, 52.74, 0.06, 0.07
2015-11-9 20:20:18, 615.23, 11.52, 52.74, 0.20, 0.08
2015-11-9 20:30:19, 620.12, 12.01, 53.62, 0.06, 0.08
2015-11-9 20:40:20, 615.23, 11.52, 52.74, 0.05, 0.08
2015-11-9 20:50:20, 615.23, 11.52, 52.74, 0.13, 0.08
2015-11-9 21:00:21, 620.12, 12.01, 53.62, 0.17, 0.09
