33.9497, -83.3804
Raahul Soundappan
Amanda Moller
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-8 14:33:32, 625.00, 12.50, 54.50, 0.08, 0.01
2015-11-8 14:43:32, 620.12, 12.01, 53.62, 0.15, 0.02
2015-11-8 14:53:34, 615.23, 11.52, 52.74, 0.09, 0.03
2015-11-8 15:03:35, 615.23, 11.52, 52.74, 0.04, 0.03
2015-11-8 15:13:36, 615.23, 11.52, 52.74, 0.04, 0.03
2015-11-8 15:23:37, 610.35, 11.04, 51.86, 0.05, 0.03
2015-11-8 15:33:38, 615.23, 11.52, 52.74, 0.05, 0.03
2015-11-8 15:43:39, 610.35, 11.04, 51.86, 0.02, 0.03
2015-11-8 15:53:40, 620.12, 12.01, 53.62, 0.15, 0.05
2015-11-8 16:03:41, 615.23, 11.52, 52.74, 0.08, 0.05
2015-11-8 16:13:42, 615.23, 11.52, 52.74, 0.07, 0.05
2015-11-8 16:23:43, 610.35, 11.04, 51.86, 0.03, 0.05
2015-11-8 16:33:44, 615.23, 11.52, 52.74, 0.02, 0.05
2015-11-8 16:43:45, 615.23, 11.52, 52.74, 0.04, 0.05
2015-11-8 16:53:46, 615.23, 11.52, 52.74, 0.09, 0.05
2015-11-8 17:03:47, 610.35, 11.04, 51.86, 0.07, 0.05
2015-11-8 17:13:48, 615.23, 11.52, 52.74, 0.07, 0.05
2015-11-8 17:23:48, 615.23, 11.52, 52.74, 0.07, 0.06
2015-11-8 17:33:50, 615.23, 11.52, 52.74, 0.03, 0.05
2015-11-8 17:43:51, 615.23, 11.52, 52.74, 0.03, 0.05
2015-11-8 17:53:52, 615.23, 11.52, 52.74, 0.05, 0.05
2015-11-8 18:03:53, 615.23, 11.52, 52.74, 0.06, 0.05
2015-11-8 18:13:54, 610.35, 11.04, 51.86, 0.04, 0.05
2015-11-8 18:23:55, 615.23, 11.52, 52.74, 0.07, 0.05
2015-11-8 18:33:57, 610.35, 11.04, 51.86, 0.05, 0.05
2015-11-8 18:43:57, 605.47, 10.55, 50.98, 0.05, 0.05
2015-11-8 18:53:58, 610.35, 11.04, 51.86, 0.06, 0.05
2015-11-8 19:03:59, 605.47, 10.55, 50.98, 0.04, 0.05
2015-11-8 19:14:01, 610.35, 11.04, 51.86, 0.06, 0.05
2015-11-8 19:24:02, 610.35, 11.04, 51.86, 0.11, 0.06
2015-11-8 19:34:03, 605.47, 10.55, 50.98, 0.05, 0.06
