Group,Hour,Day,PM_mean,PM_sd,Time,,,,
TEAM4,4,11/5/2015,0.265,0.0500999,11/5/2015 4:31,,,,
TEAM4,4,11/6/2015,1.73,0.502858496,11/6/2015 4:31,,,,
TEAM4,4,11/7/2015,0.25,0.068702256,11/7/2015 4:30,,,,
TEAM4,4,11/8/2015,0.14,0.032863353,11/8/2015 4:33,,,,
TEAM4,4,11/9/2015,0.04,0.013291601,11/9/2015 4:30,,,,
TEAM4,4,11/10/2015,0.055,0.08704405,11/10/2015 4:30,,,,
TEAM4,5,11/5/2015,0.185,0.032093613,11/5/2015 5:32,,,,
TEAM4,5,11/6/2015,0.545,0.560336209,11/6/2015 5:32,,,,
TEAM4,5,11/7/2015,0.27,0.081404341,11/7/2015 5:30,,,,
TEAM4,5,11/8/2015,0.14,0.054558837,11/8/2015 5:33,,,,
TEAM4,5,11/9/2015,0.03,0.02,11/9/2015 5:30,,,,
TEAM4,5,11/10/2015,0.055,0.046224092,11/10/2015 5:30,,,,
TEAM4,6,11/5/2015,0.22,0.02228602,11/5/2015 6:32,,,,
TEAM4,6,11/6/2015,0.145,0.139952373,11/6/2015 6:32,,,,
TEAM4,6,11/7/2015,0.205,0.02857738,11/7/2015 6:30,,,,
TEAM4,6,11/8/2015,0.155,0.06112828,11/8/2015 6:33,,,,
TEAM4,6,11/9/2015,0.02,0.010954451,11/9/2015 6:30,,,,
TEAM4,6,11/10/2015,0.025,0.020655911,11/10/2015 6:31,,,,
TEAM4,7,11/5/2015,0.165,0.039370039,11/5/2015 7:32,,,,
TEAM4,7,11/6/2015,0.1,0.048853523,11/6/2015 7:32,,,,
TEAM4,7,11/7/2015,0.11,0.079854034,11/7/2015 7:30,,,,
TEAM4,7,11/8/2015,0.12,0.052153619,11/8/2015 7:33,,,,
TEAM4,7,11/9/2015,0.035,0.034641016,11/9/2015 7:30,,,,
TEAM4,7,11/10/2015,0.04,0.052820451,11/10/2015 7:31,,,,
TEAM4,8,11/5/2015,0.22,0.037416574,11/5/2015 8:27,,,,
TEAM4,8,11/6/2015,0.075,0.044007575,11/6/2015 8:32,,,,
TEAM4,8,11/7/2015,0.05,0.034448028,11/7/2015 8:30,,,,
TEAM4,8,11/8/2015,0.13,0.046332134,11/8/2015 8:33,,,,
TEAM4,8,11/9/2015,0.025,0.022509257,11/9/2015 8:30,,,,
TEAM4,8,11/10/2015,0.04,0.012247449,11/10/2015 8:31,,,,
TEAM4,9,11/5/2015,0.155,0.054650404,11/5/2015 9:32,,,,
TEAM4,9,11/6/2015,0.08,0.018165902,11/6/2015 9:29,,,,
TEAM4,9,11/7/2015,0.05,0.02228602,11/7/2015 9:30,,,,
TEAM4,9,11/8/2015,0.105,0.037416574,11/8/2015 9:33,,,,
TEAM4,9,11/9/2015,0.05,0.031464265,11/9/2015 9:30,,,,
TEAM4,9,11/10/2015,0.035,0.035637059,11/10/2015 9:31,,,,
TEAM4,10,11/5/2015,0.15,0.030983867,11/5/2015 10:32,,,,
TEAM4,10,11/6/2015,0.135,0.025033311,11/6/2015 10:33,,,,
TEAM4,10,11/7/2015,0.055,0.017511901,11/7/2015 10:30,,,,
TEAM4,10,11/8/2015,0.085,0.057067212,11/8/2015 10:34,,,,
TEAM4,10,11/9/2015,0.03,0.019493589,11/9/2015 10:31,,,,
TEAM4,10,11/10/2015,0.09,0.367314579,11/10/2015 10:36,,,,
TEAM4,11,11/5/2015,0.17,0.02786874,11/5/2015 11:32,,,,
TEAM4,11,11/6/2015,0.17,0.036469165,11/6/2015 11:28,,,,
TEAM4,11,11/7/2015,0.055,0.035023801,11/7/2015 11:30,,,,
TEAM4,11,11/8/2015,0.05,0.03060501,11/8/2015 11:34,,,,
TEAM4,11,11/9/2015,0.02,0.040987803,11/9/2015 11:30,,,,
TEAM4,11,11/10/2015,0.09,0.015055453,11/10/2015 11:31,,,,
TEAM4,12,11/5/2015,0.175,0.070261417,11/5/2015 12:32,,,,
TEAM4,12,11/6/2015,0.14,0.040865633,11/6/2015 12:30,,,,
TEAM4,12,11/7/2015,0.05,0.060138729,11/7/2015 12:30,,,,
TEAM4,12,11/8/2015,0.055,0.04445972,11/8/2015 12:34,,,,
TEAM4,12,11/9/2015,0.03,0.026645825,11/9/2015 12:30,,,,
TEAM4,12,11/10/2015,0.08,0.03920034,11/10/2015 12:31,,,,
TEAM4,13,11/5/2015,0.175,0.052025635,11/5/2015 13:32,,,,
TEAM4,13,11/6/2015,0.075,0.058651513,11/6/2015 13:25,,,,
TEAM4,13,11/7/2015,0.14,0.135597443,11/7/2015 13:30,,,,
TEAM4,13,11/8/2015,0.09,0.035777088,11/8/2015 13:31,,,,
TEAM4,13,11/9/2015,0.035,0.009831921,11/9/2015 13:30,,,,
TEAM4,13,11/10/2015,0.06,0.034880749,11/10/2015 13:31,,,,
TEAM4,14,11/5/2015,0.17,0.043243497,11/5/2015 14:32,,,,
TEAM4,14,11/6/2015,0.035,0.029439203,11/6/2015 14:25,,,,
TEAM4,14,11/7/2015,0.105,0.028809721,11/7/2015 14:31,,,,
TEAM4,14,11/8/2015,0.07,0.033862467,11/8/2015 14:28,,,,
TEAM4,14,11/9/2015,0.08,0.011690452,11/9/2015 14:30,,,,
TEAM4,14,11/10/2015,0.145,0.049497475,11/10/2015 14:11,,,,
TEAM4,15,11/4/2015,0.13,0.042426407,11/4/2015 15:50,,,,
TEAM4,15,11/5/2015,0.175,0.054650404,11/5/2015 15:32,,,,
TEAM4,15,11/6/2015,0.075,0.023166067,11/6/2015 15:25,,,,
TEAM4,15,11/7/2015,0.08,0.039707262,11/7/2015 15:31,,,,
TEAM4,15,11/8/2015,0.04,0.028751812,11/8/2015 15:28,,,,
TEAM4,15,11/9/2015,0.065,0.048166378,11/9/2015 15:30,,,,
TEAM4,16,11/4/2015,0.235,0.055015149,11/4/2015 16:30,,,,
TEAM4,16,11/5/2015,0.13,0.041593269,11/5/2015 16:35,,,,
TEAM4,16,11/6/2015,0.04,0.028751812,11/6/2015 16:25,,,,
TEAM4,16,11/7/2015,0.125,0.058906706,11/7/2015 16:31,,,,
TEAM4,16,11/8/2015,0.065,0.051153364,11/8/2015 16:28,,,,
TEAM4,16,11/9/2015,0.11,0.063796552,11/9/2015 16:29,,,,
TEAM4,17,11/4/2015,0.2,0.094533945,11/4/2015 17:30,,,,
TEAM4,17,11/5/2015,0.14,0.03250641,11/5/2015 17:31,,,,
TEAM4,17,11/6/2015,0.125,0.070828431,11/6/2015 17:26,,,,
TEAM4,17,11/7/2015,0.125,0.021602469,11/7/2015 17:31,,,,
TEAM4,17,11/8/2015,0.085,0.040373258,11/8/2015 17:28,,,,
TEAM4,17,11/9/2015,0.13,0.054772256,11/9/2015 17:25,,,,
TEAM4,18,11/4/2015,0.37,0.038166303,11/4/2015 18:31,,,,
TEAM4,18,11/5/2015,0.14,0.024221203,11/5/2015 18:31,,,,
TEAM4,18,11/6/2015,0.235,0.070047603,11/6/2015 18:29,,,,
TEAM4,18,11/7/2015,0.12,0.063456022,11/7/2015 18:31,,,,
TEAM4,18,11/8/2015,0.08,0.044384682,11/8/2015 18:26,,,,
TEAM4,18,11/9/2015,0.06,0.029268869,11/9/2015 18:25,,,,
TEAM4,19,11/5/2015,0.3,0.073393914,11/4/2015 19:31,,,,
TEAM4,19,11/6/2015,0.22,0.030110906,11/5/2015 19:31,,,,
TEAM4,19,11/7/2015,0.26,0.082381228,11/6/2015 19:29,,,,
TEAM4,19,11/8/2015,0.19,0.039115214,11/7/2015 19:28,,,,
TEAM4,19,11/9/2015,0.07,0.050365332,11/8/2015 19:29,,,,
TEAM4,19,11/10/2015,0.085,0.057763887,11/9/2015 19:25,,,,
TEAM4,20,11/5/2015,0.29,0.032659863,11/4/2015 20:31,,,,
TEAM4,20,11/6/2015,0.26,0.037237973,11/5/2015 20:31,,,,
TEAM4,20,11/7/2015,0.29,0.109300808,11/6/2015 20:29,,,,
TEAM4,20,11/8/2015,0.365,0.118265239,11/7/2015 20:32,,,,
TEAM4,20,11/9/2015,0.065,0.025033311,11/8/2015 20:29,,,,
TEAM4,20,11/10/2015,0.1,0.098994949,11/9/2015 20:27,,,,
TEAM4,21,11/5/2015,0.265,0.04802777,11/4/2015 21:31,,,,
TEAM4,21,11/6/2015,0.325,0.171425397,11/5/2015 21:31,,,,
TEAM4,21,11/7/2015,0.28,0.069856997,11/6/2015 21:29,,,,
TEAM4,21,11/8/2015,0.185,0.056568542,11/7/2015 21:32,,,,
TEAM4,21,11/9/2015,0.08,0.051251016,11/8/2015 21:29,,,,
TEAM4,21,11/10/2015,0.165,0.058878406,11/9/2015 21:30,,,,
TEAM4,22,11/5/2015,0.265,0.054037024,11/4/2015 22:31,,,,
TEAM4,22,11/6/2015,0.47,0.203510851,11/5/2015 22:31,,,,
TEAM4,22,11/7/2015,0.275,0.070828431,11/6/2015 22:29,,,,
TEAM4,22,11/8/2015,0.28,0.103424691,11/7/2015 22:32,,,,
TEAM4,22,11/9/2015,0.065,0.038686776,11/8/2015 22:29,,,,
TEAM4,22,11/10/2015,0.09,0.041673333,11/9/2015 22:30,,,,
TEAM4,23,11/5/2015,0.255,0.037638633,11/4/2015 23:31,,,,
TEAM4,23,11/6/2015,0.32,0.101390335,11/5/2015 23:31,,,,
TEAM4,23,11/7/2015,0.42,0.112026783,11/6/2015 23:29,,,,
TEAM4,23,11/8/2015,0.35,0.118321596,11/7/2015 23:33,,,,
TEAM4,23,11/9/2015,0.06,0.030331502,11/8/2015 23:29,,,,
TEAM4,23,11/10/2015,0.105,0.055377492,11/9/2015 23:30,,,,
TEAM5,0,11/6/2015,0.435,0.091524132,11/6/2015 0:31,,,,
TEAM5,0,11/7/2015,0.595,0.10173495,11/7/2015 0:29,,,,
TEAM5,0,11/8/2015,0.33,0.038340579,11/8/2015 0:32,,,,
TEAM5,0,11/9/2015,0.02,0.030331502,11/9/2015 0:29,,,,
TEAM5,0,11/10/2015,0.195,0.020736441,11/10/2015 0:30,,,,
TEAM5,1,11/6/2015,0.56,0.062529993,11/6/2015 1:31,,,,
TEAM5,1,11/7/2015,0.4,0.075564542,11/7/2015 1:29,,,,
TEAM5,1,11/8/2015,0.28,0.089833179,11/8/2015 1:33,,,,
TEAM5,1,11/9/2015,0.03,0.025625508,11/9/2015 1:29,,,,
TEAM5,1,11/10/2015,0.135,0.040207794,11/10/2015 1:30,,,,
TEAM5,2,11/6/2015,0.475,0.084063468,11/6/2015 2:31,,,,
TEAM5,2,11/7/2015,0.36,0.1356466,11/7/2015 2:29,,,,
TEAM5,2,11/8/2015,0.24,0.08109665,11/8/2015 2:33,,,,
TEAM5,2,11/9/2015,0.01,0.017606817,11/9/2015 2:29,,,,
TEAM5,2,11/10/2015,0.115,0.059805239,11/10/2015 2:30,,,,
TEAM5,3,11/6/2015,0.43,0.062503333,11/6/2015 3:31,,,,
TEAM5,3,11/7/2015,0.365,0.077049767,11/7/2015 3:29,,,,
TEAM5,3,11/8/2015,0.17,0.075828754,11/8/2015 3:33,,,,
TEAM5,3,11/9/2015,0.05,0.036696957,11/9/2015 3:29,,,,
TEAM5,3,11/10/2015,0.13,0.049665548,11/10/2015 3:30,,,,
TEAM5,4,11/6/2015,0.375,0.108151129,11/6/2015 4:31,,,,
TEAM5,4,11/7/2015,0.345,0.083106358,11/7/2015 4:29,,,,
TEAM5,4,11/8/2015,0.14,0.074565408,11/8/2015 4:33,,,,
TEAM5,4,11/9/2015,0.025,0.04226898,11/9/2015 4:29,,,,
TEAM5,4,11/10/2015,0.115,0.056833089,11/10/2015 4:30,,,,
TEAM5,5,11/6/2015,0.35,0.087730648,11/6/2015 5:31,,,,
TEAM5,5,11/7/2015,0.445,0.051639778,11/7/2015 5:29,,,,
TEAM5,5,11/8/2015,0.13,0.051251016,11/8/2015 5:33,,,,
TEAM5,5,11/9/2015,0.025,0.014719601,11/9/2015 5:29,,,,
TEAM5,5,11/10/2015,0.095,0.065345237,11/10/2015 5:30,,,,
TEAM5,6,11/6/2015,0.16,0.074229374,11/6/2015 6:31,,,,
TEAM5,6,11/7/2015,0.46,0.049966656,11/7/2015 6:29,,,,
TEAM5,6,11/8/2015,0.12,0.024221203,11/8/2015 6:33,,,,
TEAM5,6,11/9/2015,0.02,0.033466401,11/9/2015 6:30,,,,
TEAM5,6,11/10/2015,0.085,0.028809721,11/10/2015 6:30,,,,
TEAM5,7,11/6/2015,0.055,0.067131711,11/6/2015 7:31,,,,
TEAM5,7,11/7/2015,0.23,0.178596379,11/7/2015 7:30,,,,
TEAM5,7,11/8/2015,0.09,0.075894664,11/8/2015 7:33,,,,
TEAM5,7,11/9/2015,0.01,0.016431677,11/9/2015 7:30,,,,
TEAM5,7,11/10/2015,0.05,0.0332666,11/10/2015 7:30,,,,
TEAM5,8,11/6/2015,0.08,0.028047579,11/6/2015 8:32,,,,
TEAM5,8,11/7/2015,0.14,0.047609523,11/7/2015 8:30,,,,
TEAM5,8,11/8/2015,0.09,0.054405882,11/8/2015 8:33,,,,
TEAM5,8,11/9/2015,0.015,0.014719601,11/9/2015 8:30,,,,
TEAM5,8,11/10/2015,0.065,0.033714487,11/10/2015 8:30,,,,
TEAM5,9,11/6/2015,0.08,0.014142136,11/6/2015 9:29,,,,
TEAM5,9,11/7/2015,0.11,0.055045436,11/7/2015 9:30,,,,
TEAM5,9,11/8/2015,0.09,0.053072278,11/8/2015 9:33,,,,
TEAM5,9,11/9/2015,0.015,0.013784049,11/9/2015 9:30,,,,
TEAM5,9,11/10/2015,0.075,0.040207794,11/10/2015 9:30,,,,
TEAM5,10,11/6/2015,0.075,0.041352146,11/6/2015 10:33,,,,
TEAM5,10,11/7/2015,0.08,0.008944272,11/7/2015 10:30,,,,
TEAM5,10,11/8/2015,0.09,0.041190614,11/8/2015 10:33,,,,
TEAM5,10,11/9/2015,0.01,0.023452079,11/9/2015 10:31,,,,
TEAM5,10,11/10/2015,0.08,0.16643317,11/10/2015 10:36,,,,
TEAM5,11,11/6/2015,0.14,0.027018512,11/6/2015 11:28,,,,
TEAM5,11,11/7/2015,0.16,0.095376447,11/7/2015 11:30,,,,
TEAM5,11,11/8/2015,0.055,0.031411251,11/8/2015 11:33,,,,
TEAM5,11,11/9/2015,0.015,0.02607681,11/9/2015 11:30,,,,
TEAM5,11,11/10/2015,0.135,0.061318839,11/10/2015 11:31,,,,
TEAM5,12,11/5/2015,0.2,0.017320508,11/5/2015 12:36,,,,
TEAM5,12,11/6/2015,0.2,0.037013511,11/6/2015 12:29,,,,
TEAM5,12,11/7/2015,0.12,0.046043458,11/7/2015 12:30,,,,
TEAM5,12,11/8/2015,0.06,0.037771241,11/8/2015 12:33,,,,
TEAM5,12,11/9/2015,0.01,0.020655911,11/9/2015 12:30,,,,
TEAM5,12,11/10/2015,0.115,0.01602082,11/10/2015 12:31,,,,
TEAM5,13,11/5/2015,0.165,0.074139508,11/5/2015 13:26,,,,
TEAM5,13,11/6/2015,0.135,0.052408651,11/6/2015 13:25,,,,
TEAM5,13,11/7/2015,0.245,0.284024647,11/7/2015 13:30,,,,
TEAM5,13,11/8/2015,0.05,0.020736441,11/8/2015 13:31,,,,
TEAM5,13,11/9/2015,0.02,0.028751812,11/9/2015 13:30,,,,
TEAM5,13,11/10/2015,0.08,0.024494897,11/10/2015 13:31,,,,
TEAM5,14,11/5/2015,0.205,0.019407902,11/5/2015 14:26,,,,
TEAM5,14,11/6/2015,0.075,0.027325202,11/6/2015 14:25,,,,
TEAM5,14,11/7/2015,0.16,0.046761808,11/7/2015 14:30,,,,
TEAM5,14,11/8/2015,0.025,0.042426407,11/8/2015 14:28,,,,
TEAM5,14,11/9/2015,0.075,0.021369761,11/9/2015 14:30,,,,
TEAM5,14,11/10/2015,0.13,0.056568542,11/10/2015 14:11,,,,
TEAM5,15,11/5/2015,0.17,0.035071356,11/5/2015 15:26,,,,
TEAM5,15,11/6/2015,0.09,0.034448028,11/6/2015 15:25,,,,
TEAM5,15,11/7/2015,0.155,0.045460606,11/7/2015 15:30,,,,
TEAM5,15,11/8/2015,0.055,0.020412415,11/8/2015 15:28,,,,
TEAM5,15,11/9/2015,0.035,0.016733201,11/9/2015 15:30,,,,
TEAM5,16,11/5/2015,0.205,0.069474216,11/5/2015 16:30,,,,
TEAM5,16,11/6/2015,0.06,0.020655911,11/6/2015 16:25,,,,
TEAM5,16,11/7/2015,0.175,0.041472883,11/7/2015 16:30,,,,
TEAM5,16,11/8/2015,0.07,0.030767949,11/8/2015 16:28,,,,
TEAM5,16,11/9/2015,0.04,0.022803509,11/9/2015 16:29,,,,
TEAM5,17,11/5/2015,0.125,0.082138095,11/5/2015 17:30,,,,
TEAM5,17,11/6/2015,0.185,0.071670543,11/6/2015 17:26,,,,
TEAM5,17,11/7/2015,0.21,0.051251016,11/7/2015 17:30,,,,
TEAM5,17,11/8/2015,0.035,0.045497253,11/8/2015 17:28,,,,
TEAM5,17,11/9/2015,0.05,0.018348479,11/9/2015 17:25,,,,
TEAM5,18,11/5/2015,0.165,0.050990195,11/5/2015 18:31,,,,
TEAM5,18,11/6/2015,0.375,0.092394084,11/6/2015 18:29,,,,
TEAM5,18,11/7/2015,0.24,0.013662601,11/7/2015 18:30,,,,
TEAM5,18,11/8/2015,0.06,0.035777088,11/8/2015 18:25,,,,
TEAM5,18,11/9/2015,0.055,0.032249031,11/9/2015 18:25,,,,
TEAM5,19,11/6/2015,0.125,0.070047603,11/5/2015 19:31,,,,
TEAM5,19,11/7/2015,0.385,0.090055538,11/6/2015 19:29,,,,
TEAM5,19,11/8/2015,0.23,0.061886994,11/7/2015 19:28,,,,
TEAM5,19,11/9/2015,0.05,0.023380904,11/8/2015 19:29,,,,
TEAM5,19,11/10/2015,0.105,0.038815804,11/9/2015 19:25,,,,
TEAM5,20,11/6/2015,0.245,0.10153817,11/5/2015 20:31,,,,
TEAM5,20,11/7/2015,0.355,0.081486195,11/6/2015 20:29,,,,
TEAM5,20,11/8/2015,0.315,0.110995495,11/7/2015 20:32,,,,
TEAM5,20,11/9/2015,0.065,0.04226898,11/8/2015 20:29,,,,
TEAM5,20,11/10/2015,0.08,0.056568542,11/9/2015 20:27,,,,
TEAM5,21,11/6/2015,0.255,0.064935866,11/5/2015 21:31,,,,
TEAM5,21,11/7/2015,0.43,0.081649658,11/6/2015 21:29,,,,
TEAM5,21,11/8/2015,0.3,0.048989795,11/7/2015 21:32,,,,
TEAM5,21,11/9/2015,0.04,0.017224014,11/8/2015 21:29,,,,
TEAM5,21,11/10/2015,0.175,0.076267075,11/9/2015 21:30,,,,
TEAM5,22,11/6/2015,0.33,0.062423286,11/5/2015 22:31,,,,
TEAM5,22,11/7/2015,0.445,0.061210021,11/6/2015 22:29,,,,
TEAM5,22,11/8/2015,0.295,0.021369761,11/7/2015 22:32,,,,
TEAM5,22,11/9/2015,0.045,0.026645825,11/8/2015 22:29,,,,
TEAM5,22,11/10/2015,0.245,0.09093954,11/9/2015 22:30,,,,
TEAM5,23,11/6/2015,0.345,0.080849655,11/5/2015 23:31,,,,
TEAM5,23,11/7/2015,0.55,0.085887523,11/6/2015 23:29,,,,
TEAM5,23,11/8/2015,0.33,0.115527774,11/7/2015 23:32,,,,
TEAM5,23,11/9/2015,0.05,0.038987177,11/8/2015 23:29,,,,
TEAM5,23,11/10/2015,0.155,0.053913511,11/9/2015 23:30,,,,
TEAM6,0,11/5/2015,,0.039370039,11/5/2015 0:31,42311,0,42311,
TEAM6,0,11/6/2015,0.41,0.089087972,11/6/2015 0:31,42311,0.041666667,42311.04167,
TEAM6,0,11/7/2015,0.43,0.125976188,11/7/2015 0:29,42311,0.083333333,42311.08333,1.10
TEAM6,0,11/8/2015,0.24,0.085887523,11/8/2015 0:33,42311,0.125,42311.125,
TEAM6,0,11/9/2015,0.01,0.011690452,11/9/2015 0:29,42311,0.166666667,42311.16667,
TEAM6,0,11/10/2015,0.03,0.045055521,11/10/2015 0:30,42311,0.208333333,42311.20833,
TEAM6,1,11/5/2015,0.08,0.059553897,11/5/2015 1:31,42311,0.25,42311.25,
TEAM6,1,11/6/2015,0.41,0.133865604,11/6/2015 1:31,42311,0.291666667,42311.29167,
TEAM6,1,11/7/2015,0.26,0.028751812,11/7/2015 1:29,42311,0.333333333,42311.33333,
TEAM6,1,11/8/2015,0.17,0.086583293,11/8/2015 1:33,42311,0.375,42311.375,
TEAM6,1,11/9/2015,0.01,0.033714487,11/9/2015 1:29,42311,0.416666667,42311.41667,
TEAM6,1,11/10/2015,0.05,0.036009258,11/10/2015 1:30,42311,0.458333333,42311.45833,
TEAM6,2,11/5/2015,0.08,0.056361926,11/5/2015 2:31,42311,0.5,42311.5,3.30
TEAM6,2,11/6/2015,0.38,0.048853523,11/6/2015 2:31,42311,0.541666667,42311.54167,
TEAM6,2,11/7/2015,0.31,0.076267075,11/7/2015 2:30,42311,0.583333333,42311.58333,
TEAM6,2,11/8/2015,0.14,0.067156534,11/8/2015 2:33,42311,0.625,42311.625,5.70
TEAM6,2,11/9/2015,0.02,0.010954451,11/9/2015 2:30,42311,0.666666667,42311.66667,12.90
TEAM6,2,11/10/2015,0.02,0.027386128,11/10/2015 2:30,42311,0.708333333,42311.70833,14.90
TEAM6,3,11/5/2015,0.07,0.055647701,11/5/2015 3:31,42311,0.75,42311.75,8.20
TEAM6,3,11/6/2015,0.31,0.056920998,11/6/2015 3:32,42311,0.791666667,42311.79167,4.50
TEAM6,3,11/7/2015,0.19,0.034496377,11/7/2015 3:30,42311,0.833333333,42311.83333,6.90
TEAM6,3,11/8/2015,0.14,0.069402209,11/8/2015 3:33,42311,0.875,42311.875,4.50
TEAM6,3,11/9/2015,0.01,0.009831921,11/9/2015 3:30,42311,0.916666667,42311.91667,3.20
TEAM6,3,11/10/2015,0.04,0.028809721,11/10/2015 3:30,42311,0.958333333,42311.95833,2.80
TEAM6,4,11/5/2015,0.09,0.048166378,11/5/2015 4:32,42312,0,42312,1.90
TEAM6,4,11/6/2015,0.32,0.033714487,11/6/2015 4:32,42312,0.041666667,42312.04167,1.20
TEAM6,4,11/7/2015,0.19,0.074944424,11/7/2015 4:30,42312,0.083333333,42312.08333,2.40
TEAM6,4,11/8/2015,0.20,0.110574259,11/8/2015 4:33,42312,0.125,42312.125,2.10
TEAM6,4,11/9/2015,0.02,0.013662601,11/9/2015 4:30,42312,0.166666667,42312.16667,1.90
TEAM6,4,11/10/2015,0.00,0.012247449,11/10/2015 4:30,42312,0.208333333,42312.20833,1.00
TEAM6,5,11/5/2015,0.06,0.068920244,11/5/2015 5:32,42312,0.25,42312.25,
TEAM6,5,11/6/2015,0.26,0.089814624,11/6/2015 5:32,42312,0.291666667,42312.29167,
TEAM6,5,11/7/2015,0.30,0.114324101,11/7/2015 5:30,42312,0.333333333,42312.33333,2.60
TEAM6,5,11/8/2015,0.12,0.05205766,11/8/2015 5:33,42312,0.375,42312.375,1.60
TEAM6,5,11/9/2015,0.02,0.069976186,11/9/2015 5:30,42312,0.416666667,42312.41667,6.10
TEAM6,5,11/10/2015,0.03,0.031251667,11/10/2015 5:30,42312,0.458333333,42312.45833,6.70
TEAM6,6,11/5/2015,0.09,0.0665332,11/5/2015 6:32,42312,0.5,42312.5,5.40
TEAM6,6,11/6/2015,0.13,0.042622373,11/6/2015 6:32,42312,0.541666667,42312.54167,3.50
TEAM6,6,11/7/2015,0.22,0.084715209,11/7/2015 6:30,42312,0.583333333,42312.58333,4.80
TEAM6,6,11/8/2015,0.05,0.072226496,11/8/2015 6:33,42312,0.625,42312.625,4.50
TEAM6,6,11/9/2015,0.01,0.008164966,11/9/2015 6:30,42312,0.666666667,42312.66667,2.00
TEAM6,6,11/10/2015,0.00,0.020412415,11/10/2015 6:30,42312,0.708333333,42312.70833,3.60
TEAM6,7,11/5/2015,0.09,0.055015149,11/5/2015 7:32,42312,0.75,42312.75,3.80
TEAM6,7,11/6/2015,0.14,0.06145459,11/6/2015 7:32,42312,0.791666667,42312.79167,5.50
TEAM6,7,11/7/2015,0.07,0.140819033,11/7/2015 7:30,42312,0.833333333,42312.83333,5.70
TEAM6,7,11/8/2015,0.09,0.038297084,11/8/2015 7:33,42312,0.875,42312.875,4.80
TEAM6,7,11/9/2015,0.01,0.040207794,11/9/2015 7:30,42312,0.916666667,42312.91667,3.60
TEAM6,7,11/10/2015,0.00,0.012110601,11/10/2015 7:31,42312,0.958333333,42312.95833,3.00
TEAM6,8,11/5/2015,0.06,0.060166436,11/5/2015 8:27,42313,0,42313,3.60
TEAM6,8,11/6/2015,0.07,0.005163978,11/6/2015 8:32,42313,0.041666667,42313.04167,3.00
TEAM6,8,11/7/2015,0.05,0.047749346,11/7/2015 8:30,42313,0.083333333,42313.08333,3.10
TEAM6,8,11/8/2015,0.08,0.045898439,11/8/2015 8:33,42313,0.125,42313.125,
TEAM6,8,11/9/2015,0.02,0.022803509,11/9/2015 8:30,42313,0.166666667,42313.16667,
TEAM6,8,11/10/2015,0.00,0.008164966,11/10/2015 8:31,42313,0.208333333,42313.20833,6.00
TEAM6,9,11/5/2015,0.15,0.051542862,11/5/2015 9:32,42313,0.25,42313.25,3.20
TEAM6,9,11/6/2015,0.05,0.038987177,11/6/2015 9:29,42313,0.291666667,42313.29167,3.70
TEAM6,9,11/7/2015,0.09,0.036009258,11/7/2015 9:30,42313,0.333333333,42313.33333,3.80
TEAM6,9,11/8/2015,0.05,0.028284271,11/8/2015 9:34,42313,0.375,42313.375,4.30
TEAM6,9,11/9/2015,0.02,0.009831921,11/9/2015 9:30,42313,0.416666667,42313.41667,6.90
TEAM6,9,11/10/2015,0.00,0.020412415,11/10/2015 9:31,42313,0.458333333,42313.45833,7.00
TEAM6,10,11/5/2015,0.15,0.024221203,11/5/2015 10:32,42313,0.5,42313.5,7.60
TEAM6,10,11/6/2015,0.07,0.037103459,11/6/2015 10:33,42313,0.541666667,42313.54167,5.40
TEAM6,10,11/7/2015,0.05,0.07293833,11/7/2015 10:30,42313,0.583333333,42313.58333,6.00
TEAM6,10,11/8/2015,0.06,0.03920034,11/8/2015 10:34,42313,0.625,42313.625,3.40
TEAM6,10,11/9/2015,0.00,0.016431677,11/9/2015 10:31,42313,0.666666667,42313.66667,7.50
TEAM6,10,11/10/2015,0.03,0.208254652,11/10/2015 10:36,42313,0.708333333,42313.70833,5.20
TEAM6,11,11/5/2015,0.12,0.041472883,11/5/2015 11:32,42313,0.75,42313.75,2.90
TEAM6,11,11/6/2015,0.16,0.053103672,11/6/2015 11:28,42313,0.791666667,42313.79167,1.80
TEAM6,11,11/7/2015,0.11,0.035449495,11/7/2015 11:30,42313,0.833333333,42313.83333,2.80
TEAM6,11,11/8/2015,0.05,0.04833908,11/8/2015 11:34,42313,0.875,42313.875,2.90
TEAM6,11,11/9/2015,0.01,0.017224014,11/9/2015 11:30,42313,0.916666667,42313.91667,4.10
TEAM6,11,11/10/2015,0.05,0.076854842,11/10/2015 11:31,42313,0.958333333,42313.95833,6.20
TEAM6,12,11/5/2015,0.15,0.037237973,11/5/2015 12:32,42314,0,42314,7.60
TEAM6,12,11/6/2015,0.08,0.021679483,11/6/2015 12:30,42314,0.041666667,42314.04167,6.40
TEAM6,12,11/7/2015,0.06,0.041472883,11/7/2015 12:31,42314,0.083333333,42314.08333,10.10
TEAM6,12,11/8/2015,0.07,0.051542862,11/8/2015 12:34,42314,0.125,42314.125,14.20
TEAM6,12,11/9/2015,0.02,0.014142136,11/9/2015 12:30,42314,0.166666667,42314.16667,8.60
TEAM6,12,11/10/2015,0.02,0.037815341,11/10/2015 12:31,42314,0.208333333,42314.20833,7.50
TEAM6,13,11/5/2015,0.23,0.059132619,11/5/2015 13:32,42314,0.25,42314.25,9.80
TEAM6,13,11/6/2015,0.06,0.025819889,11/6/2015 13:25,42314,0.291666667,42314.29167,6.60
