Group,Hour,Day,PM_mean,PM_sd,Time,,,,
TEAM6,13,11/7/2015,0.16,0.131516792,11/7/2015 13:31,42314,0.333333333,42314.33333,3.40
TEAM6,13,11/8/2015,0.08,0.056302753,11/8/2015 13:31,42314,0.375,42314.375,4.60
TEAM6,13,11/9/2015,0.01,0.007527727,11/9/2015 13:30,42314,0.416666667,42314.41667,1.90
TEAM6,13,11/10/2015,0.01,0.039496835,11/10/2015 13:31,42314,0.458333333,42314.45833,5.20
TEAM6,14,11/5/2015,0.16,0.060470378,11/5/2015 14:32,42314,0.5,42314.5,2.40
TEAM6,14,11/6/2015,0.04,0.025819889,11/6/2015 14:25,42314,0.541666667,42314.54167,
TEAM6,14,11/7/2015,0.09,0.035023801,11/7/2015 14:31,42314,0.583333333,42314.58333,
TEAM6,14,11/8/2015,0.05,0.046224092,11/8/2015 14:28,42314,0.625,42314.625,2.10
TEAM6,14,11/9/2015,0.03,0.020655911,11/9/2015 14:30,42314,0.666666667,42314.66667,7.30
TEAM6,14,11/10/2015,0.02,0.007071068,11/10/2015 14:11,42314,0.708333333,42314.70833,
TEAM6,15,11/4/2015,0.04,0.021213203,11/4/2015 15:50,42314,0.75,42314.75,
TEAM6,15,11/5/2015,0.20,0.054313902,11/5/2015 15:32,42314,0.791666667,42314.79167,4.60
TEAM6,15,11/6/2015,0.06,0.027386128,11/6/2015 15:25,42314,0.833333333,42314.83333,3.10
TEAM6,15,11/7/2015,0.07,0.026394444,11/7/2015 15:31,42314,0.875,42314.875,2.80
TEAM6,15,11/8/2015,0.06,0.028809721,11/8/2015 15:28,42314,0.916666667,42314.91667,1.70
TEAM6,15,11/9/2015,0.04,0.028809721,11/9/2015 15:30,42314,0.958333333,42314.95833,1.60
TEAM6,16,11/4/2015,0.04,0.033466401,11/4/2015 16:30,42315,0,42315,1.50
TEAM6,16,11/5/2015,0.12,0.025884358,11/5/2015 16:35,42315,0.041666667,42315.04167,6.20
TEAM6,16,11/6/2015,0.05,0.03391165,11/6/2015 16:25,42315,0.083333333,42315.08333,5.70
TEAM6,16,11/7/2015,0.12,0.030110906,11/7/2015 16:31,42315,0.125,42315.125,7.10
TEAM6,16,11/8/2015,0.06,0.019663842,11/8/2015 16:28,42315,0.166666667,42315.16667,
TEAM6,16,11/9/2015,0.08,0.042778499,11/9/2015 16:29,42315,0.208333333,42315.20833,
TEAM6,17,11/4/2015,0.05,0.048476799,11/4/2015 17:30,42315,0.25,42315.25,
TEAM6,17,11/5/2015,0.17,0.026583203,11/5/2015 17:31,42315,0.291666667,42315.29167,
TEAM6,17,11/6/2015,0.13,0.096263527,11/6/2015 17:26,42315,0.333333333,42315.33333,
TEAM6,17,11/7/2015,0.12,0.048751068,11/7/2015 17:31,42315,0.375,42315.375,
TEAM6,17,11/8/2015,0.06,0.010488088,11/8/2015 17:28,42315,0.416666667,42315.41667,
TEAM6,17,11/9/2015,0.02,0.015055453,11/9/2015 17:25,42315,0.458333333,42315.45833,
TEAM6,18,11/4/2015,0.08,0.082623645,11/4/2015 18:31,42315,0.5,42315.5,
TEAM6,18,11/5/2015,0.14,0.032093613,11/5/2015 18:31,42315,0.541666667,42315.54167,
TEAM6,18,11/6/2015,0.26,0.049699095,11/6/2015 18:29,42315,0.583333333,42315.58333,
TEAM6,18,11/7/2015,0.15,0.030767949,11/7/2015 18:31,42315,0.625,42315.625,
TEAM6,18,11/8/2015,0.05,0.031144823,11/8/2015 18:26,42315,0.666666667,42315.66667,3.90
TEAM6,18,11/9/2015,0.06,0.035023801,11/9/2015 18:25,42315,0.708333333,42315.70833,2.20
TEAM6,19,11/5/2015,0.04,0.025884358,11/4/2015 19:31,42315,0.75,42315.75,0.70
TEAM6,19,11/6/2015,0.20,0.058566202,11/5/2015 19:31,42315,0.791666667,42315.79167,2.50
TEAM6,19,11/7/2015,0.26,0.077974355,11/6/2015 19:29,42315,0.833333333,42315.83333,7.10
TEAM6,19,11/8/2015,0.14,0.057271284,11/7/2015 19:28,42315,0.875,42315.875,4.40
TEAM6,19,11/9/2015,0.04,0.031251667,11/8/2015 19:29,42315,0.916666667,42315.91667,2.20
TEAM6,19,11/10/2015,0.04,0.042150524,11/9/2015 19:25,42315,0.958333333,42315.95833,
TEAM6,20,11/5/2015,0.10,0.045460606,11/4/2015 20:31,42316,0,42316,
TEAM6,20,11/6/2015,0.28,0.074206918,11/5/2015 20:31,42316,0.041666667,42316.04167,
TEAM6,20,11/7/2015,0.26,0.098319208,11/6/2015 20:29,42316,0.083333333,42316.08333,
TEAM6,20,11/8/2015,0.19,0.083586283,11/7/2015 20:32,42316,0.125,42316.125,
TEAM6,20,11/9/2015,0.05,0.025819889,11/8/2015 20:29,42316,0.166666667,42316.16667,
TEAM6,20,11/10/2015,0.05,0.007071068,11/9/2015 20:27,42316,0.208333333,42316.20833,
TEAM6,21,11/5/2015,0.13,0.03250641,11/4/2015 21:31,42316,0.25,42316.25,
TEAM6,21,11/6/2015,0.31,0.067354782,11/5/2015 21:31,42316,0.291666667,42316.29167,
TEAM6,21,11/7/2015,0.28,0.150066652,11/6/2015 21:29,42316,0.333333333,42316.33333,
TEAM6,21,11/8/2015,0.30,0.050464509,11/7/2015 21:32,42316,0.375,42316.375,
TEAM6,21,11/9/2015,0.04,0.029439203,11/8/2015 21:29,42316,0.416666667,42316.41667,2.40
TEAM6,21,11/10/2015,0.05,0.053166405,11/9/2015 21:30,42316,0.458333333,42316.45833,2.30
TEAM6,22,11/5/2015,0.08,0.063456022,11/4/2015 22:31,42316,0.5,42316.5,1.60
TEAM6,22,11/6/2015,0.34,0.076789756,11/5/2015 22:31,42316,0.541666667,42316.54167,3.10
TEAM6,22,11/7/2015,0.31,0.041352146,11/6/2015 22:29,42316,0.583333333,42316.58333,2.10
TEAM6,22,11/8/2015,0.23,0.04070217,11/7/2015 22:32,42316,0.625,42316.625,1.30
TEAM6,22,11/9/2015,0.02,0.053572381,11/8/2015 22:29,42316,0.666666667,42316.66667,1.40
TEAM6,22,11/10/2015,0.07,0.040824829,11/9/2015 22:30,42316,0.708333333,42316.70833,1.50
TEAM6,23,11/5/2015,0.10,0.054680892,11/4/2015 23:31,42316,0.75,42316.75,2.90
TEAM6,23,11/6/2015,0.31,0.087635609,11/5/2015 23:31,42316,0.791666667,42316.79167,2.60
TEAM6,23,11/7/2015,0.42,0.100796825,11/6/2015 23:29,42316,0.833333333,42316.83333,2.60
TEAM6,23,11/8/2015,0.27,0.091214034,11/7/2015 23:33,42316,0.875,42316.875,3.50
TEAM6,23,11/9/2015,0.02,0.013291601,11/8/2015 23:29,42316,0.916666667,42316.91667,1.90
TEAM6,23,11/10/2015,0.01,0.01602082,11/9/2015 23:30,42316,0.958333333,42316.95833,1.10
TEAM7,0,11/5/2015,0.02,0.035355339,11/5/2015 0:34,42317,0,42317,
TEAM7,0,11/7/2015,0.16,0.045055521,11/7/2015 0:30,42317,0.041666667,42317.04167,
TEAM7,0,11/8/2015,0.23,0.132211951,11/8/2015 0:34,42317,0.083333333,42317.08333,
TEAM7,0,11/10/2015,0.04,0.028809721,11/10/2015 0:39,42317,0.125,42317.125,
TEAM7,1,11/5/2015,0.02,0.042190046,11/5/2015 1:34,42317,0.166666667,42317.16667,
TEAM7,1,11/7/2015,0.07,0.054313902,11/7/2015 1:31,42317,0.208333333,42317.20833,
TEAM7,1,11/8/2015,0.16,0.063796552,11/8/2015 1:34,42317,0.25,42317.25,
TEAM7,1,11/10/2015,0.04,0.035355339,11/10/2015 1:39,42317,0.291666667,42317.29167,2.7
TEAM7,2,11/5/2015,0,0.008944272,11/5/2015 2:34,42317,0.333333333,42317.33333,3
TEAM7,2,11/7/2015,0.06,0.065345237,11/7/2015 2:31,42317,0.375,42317.375,3.4
TEAM7,2,11/8/2015,0.14,0.048166378,11/8/2015 2:34,42317,0.416666667,42317.41667,2.4
TEAM7,2,11/10/2015,0.03,0.037416574,11/10/2015 2:39,42317,0.458333333,42317.45833,2.7
TEAM7,3,11/5/2015,0.01,0.020736441,11/5/2015 3:34,42317,0.5,42317.5,2.4
TEAM7,3,11/7/2015,0.01,0.032093613,11/7/2015 3:31,42317,0.541666667,42317.54167,0.7
TEAM7,3,11/8/2015,0.14,0.154822479,11/8/2015 3:34,42317,0.583333333,42317.58333,
TEAM7,3,11/10/2015,0.03,0.016431677,11/10/2015 3:39,42317,0.625,42317.625,
TEAM7,4,11/5/2015,0,0.017320508,11/5/2015 4:34,42317,0.666666667,42317.66667,
TEAM7,4,11/7/2015,0.02,0.026457513,11/7/2015 4:31,42317,0.708333333,42317.70833,
TEAM7,4,11/8/2015,0.14,0.060166436,11/8/2015 4:34,42317,0.75,42317.75,
TEAM7,4,11/10/2015,0.03,0.059090326,11/10/2015 4:34,42317,0.791666667,42317.79167,
TEAM7,5,11/5/2015,0,0,11/5/2015 5:34,42317,0.833333333,42317.83333,
TEAM7,5,11/7/2015,0.03,0.008944272,11/7/2015 5:31,42317,0.875,42317.875,
TEAM7,5,11/8/2015,0.18,0.065421709,11/8/2015 5:34,42317,0.916666667,42317.91667,
TEAM7,5,11/10/2015,0.03,0.039115214,11/10/2015 5:30,42317,0.958333333,42317.95833,
TEAM7,6,11/5/2015,0,0.013038405,11/5/2015 6:34,42318,0,42318,
TEAM7,6,11/7/2015,0,0.019493589,11/7/2015 6:31,,,,
TEAM7,6,11/8/2015,0.09,0.047434165,11/8/2015 6:34,,,,
TEAM7,6,11/10/2015,0.02,0.014832397,11/10/2015 6:30,,,,
TEAM7,7,11/5/2015,0,0.008944272,11/5/2015 7:35,,,,
TEAM7,7,11/7/2015,0.04,0.045055521,11/7/2015 7:31,,,,
TEAM7,7,11/8/2015,0.09,0.013038405,11/8/2015 7:34,,,,
TEAM7,7,11/10/2015,0.04,0.024899799,11/10/2015 7:30,,,,
TEAM7,8,11/5/2015,0,0.008944272,11/5/2015 8:35,,,,
TEAM7,8,11/7/2015,0,0.017888544,11/7/2015 8:31,,,,
TEAM7,8,11/8/2015,0.11,0.032863353,11/8/2015 8:34,,,,
TEAM7,8,11/10/2015,0.03,0.05585696,11/10/2015 8:30,,,,
TEAM7,9,11/5/2015,0,0,11/5/2015 9:35,,,,
TEAM7,9,11/7/2015,0.03,0.021679483,11/7/2015 9:32,,,,
TEAM7,9,11/8/2015,0.1,0.019493589,11/8/2015 9:35,,,,
TEAM7,9,11/10/2015,0.01,0.030495901,11/10/2015 9:30,,,,
TEAM7,10,11/5/2015,0,0.017888544,11/5/2015 10:35,,,,
TEAM7,10,11/7/2015,0.03,0.021679483,11/7/2015 10:32,,,,
TEAM7,10,11/8/2015,0.06,0.033615473,11/8/2015 10:35,,,,
TEAM7,10,11/10/2015,0.03,0.031304952,11/10/2015 10:30,,,,
TEAM7,11,11/4/2015,0.01,0.046188022,11/4/2015 11:49,,,,
TEAM7,11,11/5/2015,0,0.021908902,11/5/2015 11:35,,,,
TEAM7,11,11/7/2015,0.08,0.049328829,11/7/2015 11:34,,,,
TEAM7,11,11/8/2015,0.07,0.060991803,11/8/2015 11:35,,,,
TEAM7,11,11/9/2015,0.08,0.035118846,11/9/2015 11:47,,,,
TEAM7,12,11/4/2015,0,0.013038405,11/4/2015 12:39,,,,
TEAM7,12,11/5/2015,0.01,0.0083666,11/5/2015 12:35,,,,
TEAM7,12,11/7/2015,0.02,0.048476799,11/7/2015 12:31,,,,
TEAM7,12,11/8/2015,0.08,0.04929503,11/8/2015 12:35,,,,
TEAM7,12,11/9/2015,0.06,0.050695167,11/9/2015 12:38,,,,
TEAM7,13,11/4/2015,0,0.004472136,11/4/2015 13:39,,,,
TEAM7,13,11/5/2015,0.03,1.28709751,11/5/2015 13:32,,,,
TEAM7,13,11/7/2015,0.09,0.059581876,11/7/2015 13:31,,,,
TEAM7,13,11/8/2015,0.1,0.028809721,11/8/2015 13:35,,,,
TEAM7,13,11/9/2015,0,0,11/9/2015 13:38,,,,
TEAM7,14,11/4/2015,0,0.004472136,11/4/2015 14:39,,,,
TEAM7,14,11/5/2015,0,0.013038405,11/5/2015 14:32,,,,
TEAM7,14,11/7/2015,0,0.005477226,11/7/2015 14:31,,,,
TEAM7,14,11/8/2015,0.07,0.026832816,11/8/2015 14:35,,,,
TEAM7,14,11/9/2015,0,0.005477226,11/9/2015 14:38,,,,
TEAM7,15,11/4/2015,0,0.008944272,11/4/2015 15:39,,,,
TEAM7,15,11/5/2015,0.14,0.127279221,11/5/2015 15:17,,,,
TEAM7,15,11/7/2015,0.02,0.038340579,11/7/2015 15:31,,,,
TEAM7,15,11/8/2015,0.105,0.007071068,11/8/2015 15:20,,,,
TEAM7,15,11/9/2015,0.03,0.025099801,11/9/2015 15:38,,,,
TEAM7,16,11/4/2015,0.02,0.014142136,11/4/2015 16:24,,,,
TEAM7,16,11/7/2015,0.05,0.076354437,11/7/2015 16:31,,,,
TEAM7,16,11/9/2015,0.09,0.060580525,11/9/2015 16:38,,,,
TEAM7,17,11/4/2015,0,0.04,11/4/2015 17:38,,,,
TEAM7,17,11/6/2015,0.09,0.012583057,11/6/2015 17:39,,,,
TEAM7,17,11/7/2015,0.1,0.050299105,11/7/2015 17:31,,,,
TEAM7,17,11/9/2015,0.01,0.040865633,11/9/2015 17:38,,,,
TEAM7,18,11/4/2015,0,0.017320508,11/4/2015 18:33,,,,
TEAM7,18,11/6/2015,0.04,0.077588659,11/6/2015 18:34,,,,
TEAM7,18,11/7/2015,0.06,0.066105976,11/7/2015 18:33,,,,
TEAM7,18,11/9/2015,0.02,0.116704756,11/9/2015 18:38,,,,
TEAM7,19,11/5/2015,0.03,0.014142136,11/4/2015 19:33,,,,
TEAM7,19,11/7/2015,0.03,0.029495762,11/6/2015 19:34,,,,
TEAM7,19,11/8/2015,0.25,0.071274119,11/7/2015 19:33,,,,
TEAM7,19,11/10/2015,0.02,0.037148351,11/9/2015 19:38,,,,
TEAM7,20,11/5/2015,0,0.02607681,11/4/2015 20:33,,,,
TEAM7,20,11/7/2015,0.03,0.040249224,11/6/2015 20:34,,,,
TEAM7,20,11/8/2015,0.18,0.138491877,11/7/2015 20:33,,,,
TEAM7,20,11/10/2015,0.02,0.020736441,11/9/2015 20:39,,,,
TEAM7,21,11/5/2015,0,0.017888544,11/4/2015 21:33,,,,
TEAM7,21,11/7/2015,0.07,0.08043631,11/6/2015 21:35,,,,
TEAM7,21,11/8/2015,0.18,0.061886994,11/7/2015 21:33,,,,
TEAM7,21,11/10/2015,0.06,0.061400326,11/9/2015 21:39,,,,
TEAM7,22,11/5/2015,0.03,0.0083666,11/4/2015 22:33,,,,
TEAM7,22,11/7/2015,0.025,0.06164414,11/6/2015 22:30,,,,
TEAM7,22,11/8/2015,0.15,0.067601775,11/7/2015 22:33,,,,
TEAM7,22,11/10/2015,0.06,0.013038405,11/9/2015 22:39,,,,
TEAM7,23,11/5/2015,0,0.031304952,11/4/2015 23:34,,,,
TEAM7,23,11/7/2015,0.03,0.020736441,11/6/2015 23:30,,,,
TEAM7,23,11/8/2015,0.24,0.164073154,11/7/2015 23:33,,,,
TEAM7,23,11/10/2015,0.07,0.049699095,11/9/2015 23:39,,,,
TEAM7,NA,NA,0.04,0.101628624,NA,,,,
